Name,LevelUpUnlock,UnlockedByMission,Item,Ingredient,IngredientCount,IngredientsAdditional,DiamondCost,CraftTimeHours,CraftTimeMinutes,CraftTimeSeconds,LootDisabled,DiamondsOnly,TreasureBoxLoot,DropSound,LootResource,LootExportName
Plans: Embedded Healing Motor,,,Embedded Healing Motor,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Healing Gear,,,Healing Gear,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Polarized Patchator,,,Polarized Patchator,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Terror Secretion,,,Terror Secretion,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: High-speed Scanning Gloves,,,High-speed Scanning Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Cardio Hands,,,Cardio Hands,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Implanted Secretion Electrifier,,,Implanted Secretion Electrifier,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Self-regulating Gyrosecretion,,,Self-regulating Gyrosecretion,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Optical Limb Modifier,,,Optical Limb Modifier,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Neural Dermoresistor,,,Neural Dermoresistor,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Regulator Hands,,,Regulator Hands,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Gastrowire,,,Gastrowire,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Life Cell Necklace,,,Life Cell Necklace,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Technowire,,,Technowire,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Gyrocontigation Necklace,,,Gyrocontigation Necklace,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Infecting Heart Boots,,,Infecting Heart Boots,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Black-market Skeletal Boots,,,Black-market Skeletal Boots,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Gravitic Contigation Boots,,,Gravitic Contigation Boots,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Explosive Cluster Boots,,,Explosive Cluster Boots,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Powered Guiding Boots,,,Powered Guiding Boots,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Mutant's Shutter Shades,,,Mutant's Shutter Shades,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Mutant's Bling Shades,,,Mutant's Bling Shades,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Mutant's Aviators,,,Mutant's Aviators,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Key to Raider Village,,,Key to Raider Village,Fabric,200,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,,Bolts,200,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,,Power Cells,1,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Labycore Health Sash,,,Labycore Health Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Labycore Power Sash,,,Labycore Power Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Labycore Strength Sash,,,Labycore Strength Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Labycore Health Hands,,,Labycore Health Hands,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Labycore Power Gloves,,,Labycore Power Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Labycore Strength Hands,,,Labycore Strength Hands,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Labycore Health Eye,,,Labycore Health Eye,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Labycore Power Eye,,,Labycore Power Eye,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Labycore Strength Shades,,,Labycore Strength Shades,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Labycore Health Helmet,,,Labycore Health Helmet,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Labycore Power Helmet,,,Labycore Power Helmet,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Labycore Strength Helmet,,,Labycore Strength Helmet,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Labycore Health Bandana,,,Labycore Health Bandana,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Labycore Power Scarf,,,Labycore Power Scarf,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Labycore Strength Scarf,,,Labycore Strength Scarf,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Labycore Health Boots,,,Labycore Health Boots,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Labycore Power Boots,,,Labycore Power Boots,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Labycore Strength Boots,,,Labycore Strength Boots,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Farm Gloves,,,Farm Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Farm Hands,,,Farm Hands,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Kelly Meow's,,,Kelly Meow's,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Meow Kelly's,,,Meow Kelly's,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Meow Meow,,,Meow Meow,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Kelly Meow Meow,,,Kelly Meow Meow,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Sweet Belt,,,Sweet Belt,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Sweet Sash,,,Sweet Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Cal Al Cybers,,,Cal Al Cybers,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Cal Al Eye,,,Cal Al Eye,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Cal Al Goggles,,,Cal Al Goggles,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Cal Al Shades,,,Cal Al Shades,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Cal Al Sunglasses,,,Cal Al Sunglasses,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Cal Al Visor,,,Cal Al Visor,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Deadguys Melee Scarf,,,Deadguys Melee Scarf,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Deadguys Ranged Lace,,,Deadguys Ranged Lace,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Deadguys Multibandana,,,Deadguys Multibandana,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Deadguys Scarf,,,Deadguys Scarf,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Deadguys Necklace,,,Deadguys Necklace,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Deadguys Bandana,,,Deadguys Bandana,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
