Name,NPCItem,EquipmentClass,ClothClass,RequiredLevel,Rarity,PlaceableInEditor,Tier,Enhancement,PostToSocialNetworks,Texture,FemaleTexture,ModelTexture,FemaleModelTexture,LootDisabled,Icon
Jagged Zipped Gray Jacket,,Zipped Gray Jacket,Large,18,Rare,,,of the Destroyer,TRUE,graphics/3d/character/jacket/jacket_gray_zipped_03_m.png,graphics/3d/character/jacket/jacket_gray_zipped_03_f.png,,,TRUE,36
Special Anarchy Jacket,,Anarchy Jacket,Small,5,Uncommon,,,,TRUE,graphics/3d/character/jacket/distressed_anarchist_jacket_01_m.png,graphics/3d/character/jacket/distressed_anarchist_jacket_01_f.png,,,TRUE,21
Elegant Anarchy Jacket,,Anarchy Jacket,Small,7,Uncommon,,,,TRUE,graphics/3d/character/jacket/distressed_anarchist_jacket_01_m.png,graphics/3d/character/jacket/distressed_anarchist_jacket_01_f.png,,,TRUE,21
Great Anarchy Jacket,,Anarchy Jacket,Small,9,Uncommon,,,,TRUE,graphics/3d/character/jacket/distressed_anarchist_jacket_01_m.png,graphics/3d/character/jacket/distressed_anarchist_jacket_01_f.png,,,TRUE,21
Cool Anarchy Jacket,,Anarchy Jacket,Small,11,Uncommon,,,,TRUE,graphics/3d/character/jacket/distressed_anarchist_jacket_01_m.png,graphics/3d/character/jacket/distressed_anarchist_jacket_01_f.png,,,TRUE,21
Radical Armored Jacket,,Armored Jacket,Small,20,Rare,,,of the Painmaker,TRUE,graphics/3d/character/jacket/armored_jacket_outfit_01_m.png,graphics/3d/character/jacket/armored_jacket_outfit_01_f.png,,,TRUE,21
First-Class Armored Jacket,,Armored Jacket,Small,24,Rare,,,of the Predator,TRUE,graphics/3d/character/jacket/armored_jacket_outfit_01_m.png,graphics/3d/character/jacket/armored_jacket_outfit_01_f.png,,,TRUE,21
Outstanding Armored Jacket,,Armored Jacket,Small,28,Rare,,,of the Legend,TRUE,graphics/3d/character/jacket/armored_jacket_outfit_01_m.png,graphics/3d/character/jacket/armored_jacket_outfit_01_f.png,,,TRUE,21
Radical Biker Jacket,,Biker Jacket,Small,30,Rare,,2,of the Ambusher,TRUE,graphics/3d/character/jacket/twotone_jacket_01_m.png,graphics/3d/character/jacket/twotone_jacket_01_f.png,,,TRUE,6
First-Class Biker Jacket,,Biker Jacket,Small,30,Rare,,,of the Painmaker,TRUE,graphics/3d/character/jacket/twotone_jacket_02_m.png,graphics/3d/character/jacket/twotone_jacket_02_f.png,,,TRUE,6
Rural Blue Sport Coat,,Blue Sport Coat,Small,3,Poor,,,,,graphics/3d/character/jacket/sportcoat_blue_02_m.png,graphics/3d/character/jacket/sportcoat_blue_02_f.png,,,TRUE,41
Barebones Blue Sport Coat,,Blue Sport Coat,Small,4,Poor,,,,,graphics/3d/character/jacket/sportcoat_blue_02_m.png,graphics/3d/character/jacket/sportcoat_blue_02_f.png,,,TRUE,41
Beer-soaked Blue Sport Coat,,Blue Sport Coat,Small,8,Poor,,,,,graphics/3d/character/jacket/sportcoat_blue_02_m.png,graphics/3d/character/jacket/sportcoat_blue_02_f.png,,,TRUE,41
Dirty Blue Sport Coat,,Blue Sport Coat,Small,11,Poor,,,,,graphics/3d/character/jacket/sportcoat_blue_02_m.png,graphics/3d/character/jacket/sportcoat_blue_02_f.png,,,TRUE,41
Crappy Blue Sport Coat,,Blue Sport Coat,Small,14,Poor,,,,,graphics/3d/character/jacket/sportcoat_blue_02_m.png,graphics/3d/character/jacket/sportcoat_blue_02_f.png,,,TRUE,41
Battered Blue Sport Coat,,Blue Sport Coat,Small,17,Poor,,,,,graphics/3d/character/jacket/sportcoat_blue_02_m.png,graphics/3d/character/jacket/sportcoat_blue_02_f.png,,,TRUE,41
Popular Blue Sport Coat,,Blue Sport Coat,Small,10,Common,,,,,graphics/3d/character/jacket/sportcoat_blue_01_m.png,graphics/3d/character/jacket/sportcoat_blue_01_f.png,,,TRUE,41
Common Blue Sport Coat,,Blue Sport Coat,Small,12,Common,,,,,graphics/3d/character/jacket/sportcoat_blue_01_m.png,graphics/3d/character/jacket/sportcoat_blue_01_f.png,,,TRUE,41
Simple Blue Sport Coat,,Blue Sport Coat,Small,15,Common,,,,,graphics/3d/character/jacket/sportcoat_blue_01_m.png,graphics/3d/character/jacket/sportcoat_blue_01_f.png,,,TRUE,41
Typical Blue Sport Coat,,Blue Sport Coat,Small,18,Common,,,,,graphics/3d/character/jacket/sportcoat_blue_01_m.png,graphics/3d/character/jacket/sportcoat_blue_01_f.png,,,TRUE,41
Usual Blue Sport Coat,,Blue Sport Coat,Small,19,Common,,,,,graphics/3d/character/jacket/sportcoat_blue_01_m.png,graphics/3d/character/jacket/sportcoat_blue_01_f.png,,,TRUE,41
Common Blue Striped Jacket,,Blue Striped Jacket,Small,6,Common,,,,,graphics/3d/character/jacket/suit_jacket_blue_03_m.png,graphics/3d/character/jacket/sportcoat_blue_01_f.png,,,TRUE,41
Simple Blue Striped Jacket,,Blue Striped Jacket,Small,8,Common,,,,,graphics/3d/character/jacket/suit_jacket_blue_03_m.png,graphics/3d/character/jacket/sportcoat_blue_01_f.png,,,TRUE,41
Typical Blue Striped Jacket,,Blue Striped Jacket,Small,10,Common,,,,,graphics/3d/character/jacket/suit_jacket_blue_03_m.png,graphics/3d/character/jacket/sportcoat_blue_01_f.png,,,TRUE,41
Usual Blue Striped Jacket,,Blue Striped Jacket,Small,12,Common,,,,,graphics/3d/character/jacket/suit_jacket_blue_03_m.png,graphics/3d/character/jacket/sportcoat_blue_01_f.png,,,TRUE,41
Plain Blue Striped Jacket,,Blue Striped Jacket,Small,14,Common,,,,,graphics/3d/character/jacket/suit_jacket_blue_03_m.png,graphics/3d/character/jacket/sportcoat_blue_01_f.png,,,TRUE,41
Beer-soaked Blue Sweater,,Blue Sweater,Small,15,Poor,,,,TRUE,graphics/3d/character/jacket/sweater_blue_01_m.png,graphics/3d/character/jacket/sweater_blue_01_f.png,,,TRUE,41
Dirty Blue Sweater,,Blue Sweater,Small,18,Poor,,,,,graphics/3d/character/jacket/sweater_blue_01_m.png,graphics/3d/character/jacket/sweater_blue_01_f.png,,,TRUE,41
Crappy Blue Sweater,,Blue Sweater,Small,19,Poor,,,,,graphics/3d/character/jacket/sweater_blue_01_m.png,graphics/3d/character/jacket/sweater_blue_01_f.png,,,TRUE,41
Battered Blue Sweater,,Blue Sweater,Small,21,Poor,,,,,graphics/3d/character/jacket/sweater_blue_01_m.png,graphics/3d/character/jacket/sweater_blue_01_f.png,,,TRUE,41
Cracked Blue Sweater,,Blue Sweater,Small,23,Poor,,,,,graphics/3d/character/jacket/sweater_blue_01_m.png,graphics/3d/character/jacket/sweater_blue_01_f.png,,,TRUE,41
Broken Blue Sweater,,Blue Sweater,Small,25,Poor,,,,,graphics/3d/character/jacket/sweater_blue_01_m.png,graphics/3d/character/jacket/sweater_blue_01_f.png,,,TRUE,41
Simple Blue Sweater,,Blue Sweater,Small,4,Common,,,,,graphics/3d/character/jacket/sportcoat_blue_01_m.png,graphics/3d/character/jacket/sweater_blue_02_f.png,,,TRUE,41
Typical Blue Sweater,,Blue Sweater,Small,5,Common,,,,,graphics/3d/character/jacket/sportcoat_blue_01_m.png,graphics/3d/character/jacket/sweater_blue_02_f.png,,,TRUE,41
Usual Blue Sweater,,Blue Sweater,Small,6,Common,,,,,graphics/3d/character/jacket/sportcoat_blue_01_m.png,graphics/3d/character/jacket/sweater_blue_02_f.png,,,TRUE,41
Plain Blue Sweater,,Blue Sweater,Small,7,Common,,,,,graphics/3d/character/jacket/sportcoat_blue_01_m.png,graphics/3d/character/jacket/sweater_blue_02_f.png,,,TRUE,41
Standard Blue Sweater,,Blue Sweater,Small,8,Common,,,,,graphics/3d/character/jacket/sportcoat_blue_01_m.png,graphics/3d/character/jacket/sweater_blue_02_f.png,,,TRUE,41
Marvelous Braided Leather Jacket,,Braided Leather Jacket,Small,15,Rare,,,of the Painmaker,TRUE,graphics/3d/character/jacket/braided_jacket_black_01_m.png,graphics/3d/character/jacket/braided_jacket_black_01_f.png,,,TRUE,21
Awesome Braided Leather Jacket,,Braided Leather Jacket,Small,17,Rare,,,of the Predator,TRUE,graphics/3d/character/jacket/braided_jacket_black_01_m.png,graphics/3d/character/jacket/braided_jacket_black_01_f.png,,,TRUE,21
Greater Braided Leather Jacket,,Braided Leather Jacket,Small,19,Rare,,,of the Legend,TRUE,graphics/3d/character/jacket/braided_jacket_black_01_m.png,graphics/3d/character/jacket/braided_jacket_black_01_f.png,,,TRUE,21
Good Brown Armor Vest,,Brown Armor Vest,Small,30,Uncommon,,,,TRUE,graphics/3d/character/jacket/brown_armor_vestoutfit_01_m.png,graphics/3d/character/jacket/brown_armor_vestoutfit_01_f.png,,,TRUE,66
Worthy Brown Leather Jacket,,Brown Leather Jacket,Small,20,Uncommon,,,,TRUE,graphics/3d/character/jacket/brown_leather_jacket_01_m.png,graphics/3d/character/jacket/brown_leather_jacket_01_f.png,,,TRUE,66
Boosted Brown Leather Jacket,,Brown Leather Jacket,Small,22,Uncommon,,,,TRUE,graphics/3d/character/jacket/brown_leather_jacket_01_m.png,graphics/3d/character/jacket/brown_leather_jacket_01_f.png,,,TRUE,66
Acute Brown Leather Jacket,,Brown Leather Jacket,Small,24,Uncommon,,,,TRUE,graphics/3d/character/jacket/brown_leather_jacket_01_m.png,graphics/3d/character/jacket/brown_leather_jacket_01_f.png,,,TRUE,66
Genuine Brown Leather Jacket,,Brown Leather Jacket,Small,26,Uncommon,,,,TRUE,graphics/3d/character/jacket/brown_leather_jacket_01_m.png,graphics/3d/character/jacket/brown_leather_jacket_01_f.png,,,TRUE,66
Standard Brown Sweater,,Brown Sweater,Small,1,Common,,,,,graphics/3d/character/jacket/sweater_brown_01_m.png,graphics/3d/character/jacket/sweater_brown_01_f.png,,,TRUE,11
Universal Brown Sweater,,Brown Sweater,Small,2,Common,,,,,graphics/3d/character/jacket/sweater_brown_01_m.png,graphics/3d/character/jacket/sweater_brown_01_f.png,,,TRUE,11
Average Brown Sweater,,Brown Sweater,Small,3,Common,,,,,graphics/3d/character/jacket/sweater_brown_01_m.png,graphics/3d/character/jacket/sweater_brown_01_f.png,,,TRUE,11
Basic Brown Sweater,,Brown Sweater,Small,4,Common,,,,,graphics/3d/character/jacket/sweater_brown_01_m.png,graphics/3d/character/jacket/sweater_brown_01_f.png,,,TRUE,11
Everyday Brown Sweater,,Brown Sweater,Small,5,Common,,,,,graphics/3d/character/jacket/sweater_brown_01_m.png,graphics/3d/character/jacket/sweater_brown_01_f.png,,,TRUE,11
Universal Butcher's Jacket,,Butcher's Jacket,Small,2,Common,,,,TRUE,graphics/3d/character/jacket/butcher_shirt_01_m.png,graphics/3d/character/jacket/butcher_shirt_01_f.png,,,TRUE,46
Average Butcher's Jacket,,Butcher's Jacket,Small,3,Common,,,,,graphics/3d/character/jacket/butcher_shirt_01_m.png,graphics/3d/character/jacket/butcher_shirt_01_f.png,,,TRUE,46
Basic Butcher's Jacket,,Butcher's Jacket,Small,6,Common,,,,,graphics/3d/character/jacket/butcher_shirt_01_m.png,graphics/3d/character/jacket/butcher_shirt_01_f.png,,,TRUE,46
Everyday Butcher's Jacket,,Butcher's Jacket,Small,7,Common,,,,,graphics/3d/character/jacket/butcher_shirt_01_m.png,graphics/3d/character/jacket/butcher_shirt_01_f.png,,,TRUE,46
Regular Butcher's Jacket,,Butcher's Jacket,Small,9,Common,,,,,graphics/3d/character/jacket/butcher_shirt_01_m.png,graphics/3d/character/jacket/butcher_shirt_01_f.png,,,TRUE,46
High-Power Buttoned Leather Jacket,,Buttoned Leather Jacket,Small,4,Rare,,,of the Painmaker,TRUE,graphics/3d/character/jacket/buttoned_leather_jacket_01_m.png,graphics/3d/character/jacket/buttoned_leather_jacket_01_f.png,,,TRUE,21
Jagged Buttoned Leather Jacket,,Buttoned Leather Jacket,Small,8,Rare,,,of the Predator,TRUE,graphics/3d/character/jacket/buttoned_leather_jacket_01_m.png,graphics/3d/character/jacket/buttoned_leather_jacket_01_f.png,,,TRUE,21
Radical Buttoned Leather Jacket,,Buttoned Leather Jacket,Small,12,Rare,,,of the Legend,TRUE,graphics/3d/character/jacket/buttoned_leather_jacket_01_m.png,graphics/3d/character/jacket/buttoned_leather_jacket_01_f.png,,,TRUE,21
Jagged Camo Shirt,,Camo Shirt,Small,3,Rare,,,of the Ambusher,TRUE,graphics/3d/character/jacket/tshirt_green_01_m.png,graphics/3d/character/jacket/tshirt_green_01_f.png,,,TRUE,6
Radical Camo Shirt,,Camo Shirt,Small,5,Rare,,,of the Crymaker,TRUE,graphics/3d/character/jacket/tshirt_green_01_m.png,graphics/3d/character/jacket/tshirt_green_01_f.png,,,TRUE,6
First-Class Camo Shirt,,Camo Shirt,Small,11,Rare,,,of 6th Sense,TRUE,graphics/3d/character/jacket/tshirt_green_01_m.png,graphics/3d/character/jacket/tshirt_green_01_f.png,,,TRUE,6
Everyday Casual Vest,,Casual Vest,Small,10,Common,,,,,graphics/3d/character/jacket/vest_black_04_m.png,graphics/3d/character/jacket/vest_black_02_f.png,,,TRUE,66
Regular Casual Vest,,Casual Vest,Small,11,Common,,,,,graphics/3d/character/jacket/vest_black_04_m.png,graphics/3d/character/jacket/vest_black_02_f.png,,,TRUE,66
Popular Casual Vest,,Casual Vest,Small,13,Common,,,,,graphics/3d/character/jacket/vest_black_04_m.png,graphics/3d/character/jacket/vest_black_02_f.png,,,TRUE,66
Common Casual Vest,,Casual Vest,Small,16,Common,,,,,graphics/3d/character/jacket/vest_black_04_m.png,graphics/3d/character/jacket/vest_black_02_f.png,,,TRUE,66
Simple Casual Vest,,Casual Vest,Small,19,Common,,,,,graphics/3d/character/jacket/vest_black_04_m.png,graphics/3d/character/jacket/vest_black_02_f.png,,,TRUE,66
Great Cowhide Jacket,,Cowhide Jacket,Small,10,Uncommon,,,,TRUE,graphics/3d/character/jacket/cowhide_jacket_01_m.png,graphics/3d/character/jacket/cowhide_jacket_01_f.png,,,TRUE,21
Cool Cowhide Jacket,,Cowhide Jacket,Small,12,Uncommon,,,,TRUE,graphics/3d/character/jacket/cowhide_jacket_01_m.png,graphics/3d/character/jacket/cowhide_jacket_01_f.png,,,TRUE,21
Good Cowhide Jacket,,Cowhide Jacket,Small,14,Uncommon,,,,TRUE,graphics/3d/character/jacket/cowhide_jacket_01_m.png,graphics/3d/character/jacket/cowhide_jacket_01_f.png,,,TRUE,21
Fine Cowhide Jacket,,Cowhide Jacket,Small,16,Uncommon,,,,TRUE,graphics/3d/character/jacket/cowhide_jacket_01_m.png,graphics/3d/character/jacket/cowhide_jacket_01_f.png,,,TRUE,21
Popular Dark Red Sport Coat,,Dark Red Sport Coat,Small,20,Common,,,,,graphics/3d/character/jacket/sportcoat_red_03_m.png,graphics/3d/character/jacket/sportcoat_red_03_f.png,,,TRUE,56
Common Dark Red Sport Coat,,Dark Red Sport Coat,Small,21,Common,,,,,graphics/3d/character/jacket/sportcoat_red_03_m.png,graphics/3d/character/jacket/sportcoat_red_03_f.png,,,TRUE,56
Simple Dark Red Sport Coat,,Dark Red Sport Coat,Small,22,Common,,,,,graphics/3d/character/jacket/sportcoat_red_03_m.png,graphics/3d/character/jacket/sportcoat_red_03_f.png,,,TRUE,56
Typical Dark Red Sport Coat,,Dark Red Sport Coat,Small,24,Common,,,,,graphics/3d/character/jacket/sportcoat_red_03_m.png,graphics/3d/character/jacket/sportcoat_red_03_f.png,,,TRUE,56
Usual Dark Red Sport Coat,,Dark Red Sport Coat,Small,26,Common,,,,,graphics/3d/character/jacket/sportcoat_red_03_m.png,graphics/3d/character/jacket/sportcoat_red_03_f.png,,,TRUE,56
First-Class Dark Trench Coat,,Dark Trench Coat,Small,30,Rare,,,of 6th Sense,TRUE,graphics/3d/character/jacket/long_jacket_outfit_03_m.png,graphics/3d/character/jacket/long_jacket_outfit_03_f.png,graphics/3d/character/jacket/long_jacket_outfit_03_add_m.png,graphics/3d/character/jacket/long_jacket_outfit_03_add_f.png,TRUE,21
Worthless Denim Vest,,Denim Vest,Small,20,Poor,,,,,graphics/3d/character/jacket/vest_blue_02_m.png,graphics/3d/character/jacket/vest_blue_02_f.png,,,TRUE,76
Poor Denim Vest,,Denim Vest,Small,22,Poor,,,,,graphics/3d/character/jacket/vest_blue_02_m.png,graphics/3d/character/jacket/vest_blue_02_f.png,,,TRUE,76
Shabby Denim Vest,,Denim Vest,Small,26,Poor,,,,,graphics/3d/character/jacket/vest_blue_02_m.png,graphics/3d/character/jacket/vest_blue_02_f.png,,,TRUE,76
Inferior Denim Vest,,Denim Vest,Small,27,Poor,,,,,graphics/3d/character/jacket/vest_blue_02_m.png,graphics/3d/character/jacket/vest_blue_02_f.png,,,TRUE,76
Rural Denim Vest,,Denim Vest,Small,28,Poor,,,,,graphics/3d/character/jacket/vest_blue_02_m.png,graphics/3d/character/jacket/vest_blue_02_f.png,,,TRUE,76
Barebones Denim Vest,,Denim Vest,Small,30,Poor,,,,,graphics/3d/character/jacket/vest_blue_02_m.png,graphics/3d/character/jacket/vest_blue_02_f.png,,,TRUE,76
Fine Denim Vest,,Denim Vest,Small,2,Uncommon,,,,TRUE,graphics/3d/character/jacket/vest_blue_01_m.png,graphics/3d/character/jacket/vest_blue_01_f.png,,,TRUE,76
Credible Denim Vest,,Denim Vest,Small,4,Uncommon,,,,TRUE,graphics/3d/character/jacket/vest_blue_01_m.png,graphics/3d/character/jacket/vest_blue_01_f.png,,,TRUE,76
Street Wise Denim Vest,,Denim Vest,Small,6,Uncommon,,,,TRUE,graphics/3d/character/jacket/vest_blue_01_m.png,graphics/3d/character/jacket/vest_blue_01_f.png,,,TRUE,76
Worthy Denim Vest,,Denim Vest,Small,8,Uncommon,,,,TRUE,graphics/3d/character/jacket/vest_blue_01_m.png,graphics/3d/character/jacket/vest_blue_01_f.png,,,TRUE,76
Credible Distressed Jacket,,Distressed Jacket,Small,15,Uncommon,,,,TRUE,graphics/3d/character/jacket/distressed_jacket_black_01_m.png,graphics/3d/character/jacket/distressed_jacket_black_01_f.png,,,TRUE,1
Street Wise Distressed Jacket,,Distressed Jacket,Small,16,Uncommon,,,,TRUE,graphics/3d/character/jacket/distressed_jacket_black_01_m.png,graphics/3d/character/jacket/distressed_jacket_black_01_f.png,,,TRUE,1
Worthy Distressed Jacket,,Distressed Jacket,Small,17,Uncommon,,,,TRUE,graphics/3d/character/jacket/distressed_jacket_black_01_m.png,graphics/3d/character/jacket/distressed_jacket_black_01_f.png,,,TRUE,1
Boosted Distressed Jacket,,Distressed Jacket,Small,19,Uncommon,,,,TRUE,graphics/3d/character/jacket/distressed_jacket_black_01_m.png,graphics/3d/character/jacket/distressed_jacket_black_01_f.png,,,TRUE,1
Usual Drum Dyed Jacket,,Drum Dyed Jacket,Small,19,Common,,,,,graphics/3d/character/jacket/drum_dyet_jacket_01_m.png,graphics/3d/character/jacket/drum_dyet_jacket_01_f.png,,,TRUE,21
Plain Drum Dyed Jacket,,Drum Dyed Jacket,Small,23,Common,,,,,graphics/3d/character/jacket/drum_dyet_jacket_01_m.png,graphics/3d/character/jacket/drum_dyet_jacket_01_f.png,,,TRUE,21
Standard Drum Dyed Jacket,,Drum Dyed Jacket,Small,25,Common,,,,,graphics/3d/character/jacket/drum_dyet_jacket_01_m.png,graphics/3d/character/jacket/drum_dyet_jacket_01_f.png,,,TRUE,21
Universal Drum Dyed Jacket,,Drum Dyed Jacket,Small,27,Common,,,,,graphics/3d/character/jacket/drum_dyet_jacket_01_m.png,graphics/3d/character/jacket/drum_dyet_jacket_01_f.png,,,TRUE,21
Average Drum Dyed Jacket,,Drum Dyed Jacket,Small,30,Common,,,,,graphics/3d/character/jacket/drum_dyet_jacket_01_m.png,graphics/3d/character/jacket/drum_dyet_jacket_01_f.png,,,TRUE,21
Street Wise Drum Dyed Jacket,,Drum Dyed Jacket,Small,20,Uncommon,,,,TRUE,graphics/3d/character/jacket/drumdyed_jacket_02_m.png,graphics/3d/character/jacket/drumdyed_jacket_02_f.png,,,TRUE,1
Worthy Drum Dyed Jacket,,Drum Dyed Jacket,Small,22,Uncommon,,,,TRUE,graphics/3d/character/jacket/drumdyed_jacket_02_m.png,graphics/3d/character/jacket/drumdyed_jacket_02_f.png,,,TRUE,1
Boosted Drum Dyed Jacket,,Drum Dyed Jacket,Small,23,Uncommon,,,,TRUE,graphics/3d/character/jacket/drumdyed_jacket_02_m.png,graphics/3d/character/jacket/drumdyed_jacket_02_f.png,,,TRUE,1
Acute Drum Dyed Jacket,,Drum Dyed Jacket,Small,25,Uncommon,,,,TRUE,graphics/3d/character/jacket/drumdyed_jacket_02_m.png,graphics/3d/character/jacket/drumdyed_jacket_02_f.png,,,TRUE,1
Worthy Faux Leather Jacket,,Faux Leather Jacket,Small,2,Uncommon,,,,TRUE,graphics/3d/character/jacket/faux_jacket_black_01_m.png,graphics/3d/character/jacket/faux_jacket_black_01_f.png,,,TRUE,21
Boosted Faux Leather Jacket,,Faux Leather Jacket,Small,4,Uncommon,,,,TRUE,graphics/3d/character/jacket/faux_jacket_black_01_m.png,graphics/3d/character/jacket/faux_jacket_black_01_f.png,,,TRUE,21
Acute Faux Leather Jacket,,Faux Leather Jacket,Small,5,Uncommon,,,,TRUE,graphics/3d/character/jacket/faux_jacket_black_01_m.png,graphics/3d/character/jacket/faux_jacket_black_01_f.png,,,TRUE,21
Genuine Faux Leather Jacket,,Faux Leather Jacket,Small,6,Uncommon,,,,TRUE,graphics/3d/character/jacket/faux_jacket_black_01_m.png,graphics/3d/character/jacket/faux_jacket_black_01_f.png,,,TRUE,21
Boosted Gang Vest,,Gang Vest,Small,4,Uncommon,,,,TRUE,graphics/3d/character/jacket/vest_black_06_m.png,graphics/3d/character/jacket/vest_black_02_f.png,,,TRUE,21
Acute Gang Vest,,Gang Vest,Small,6,Uncommon,,,,TRUE,graphics/3d/character/jacket/vest_black_06_m.png,graphics/3d/character/jacket/vest_black_02_f.png,,,TRUE,21
Genuine Gang Vest,,Gang Vest,Small,8,Uncommon,,,,TRUE,graphics/3d/character/jacket/vest_black_06_m.png,graphics/3d/character/jacket/vest_black_02_f.png,,,TRUE,21
Special Gang Vest,,Gang Vest,Small,9,Uncommon,,,,TRUE,graphics/3d/character/jacket/vest_black_06_m.png,graphics/3d/character/jacket/vest_black_02_f.png,,,TRUE,21
Acute Gray Fit Shirt,,Gray Fit Shirt,Small,3,Uncommon,,,,TRUE,graphics/3d/character/jacket/patterned_jacket_01_m.png,graphics/3d/character/jacket/patterned_jacket_01_f.png,,,TRUE,36
Genuine Gray Fit Shirt,,Gray Fit Shirt,Small,5,Uncommon,,,,TRUE,graphics/3d/character/jacket/patterned_jacket_01_m.png,graphics/3d/character/jacket/patterned_jacket_01_f.png,,,TRUE,36
Special Gray Fit Shirt,,Gray Fit Shirt,Small,7,Uncommon,,,,TRUE,graphics/3d/character/jacket/patterned_jacket_01_m.png,graphics/3d/character/jacket/patterned_jacket_01_f.png,,,TRUE,36
Elegant Gray Fit Shirt,,Gray Fit Shirt,Small,10,Uncommon,,,,TRUE,graphics/3d/character/jacket/patterned_jacket_01_m.png,graphics/3d/character/jacket/patterned_jacket_01_f.png,,,TRUE,36
Basic Gray Sweater,,Gray Sweater,Small,6,Common,,,,,graphics/3d/character/jacket/sweater_gray_01_m.png,graphics/3d/character/jacket/sweater_gray_01_f.png,,,TRUE,36
Everyday Gray Sweater,,Gray Sweater,Small,9,Common,,,,,graphics/3d/character/jacket/sweater_gray_01_m.png,graphics/3d/character/jacket/sweater_gray_01_f.png,,,TRUE,36
Regular Gray Sweater,,Gray Sweater,Small,11,Common,,,,,graphics/3d/character/jacket/sweater_gray_01_m.png,graphics/3d/character/jacket/sweater_gray_01_f.png,,,TRUE,36
Popular Gray Sweater,,Gray Sweater,Small,1,Common,,,,,graphics/3d/character/jacket/sweater_gray_01_m.png,graphics/3d/character/jacket/sweater_gray_02_f.png,,,TRUE,36
Common Gray Sweater,,Gray Sweater,Small,3,Common,,,,,graphics/3d/character/jacket/sweater_gray_01_m.png,graphics/3d/character/jacket/sweater_gray_02_f.png,,,TRUE,36
Simple Gray Sweater,,Gray Sweater,Small,4,Common,,,,,graphics/3d/character/jacket/sweater_gray_01_m.png,graphics/3d/character/jacket/sweater_gray_02_f.png,,,TRUE,36
Basic Green Sport Coat,,Green Sport Coat,Small,5,Common,,,,,graphics/3d/character/jacket/sportcoat_green_01_m.png,graphics/3d/character/jacket/sportcoat_green_01_f.png,,,TRUE,6
Everyday Green Sport Coat,,Green Sport Coat,Small,8,Common,,,,,graphics/3d/character/jacket/sportcoat_green_01_m.png,graphics/3d/character/jacket/sportcoat_green_01_f.png,,,TRUE,6
Regular Green Sport Coat,,Green Sport Coat,Small,11,Common,,,,,graphics/3d/character/jacket/sportcoat_green_01_m.png,graphics/3d/character/jacket/sportcoat_green_01_f.png,,,TRUE,6
Popular Green Sport Coat,,Green Sport Coat,Small,12,Common,,,,,graphics/3d/character/jacket/sportcoat_green_01_m.png,graphics/3d/character/jacket/sportcoat_green_01_f.png,,,TRUE,6
Common Green Sport Coat,,Green Sport Coat,Small,14,Common,,,,,graphics/3d/character/jacket/sportcoat_green_01_m.png,graphics/3d/character/jacket/sportcoat_green_01_f.png,,,TRUE,6
Everyday Green Sweater,,Green Sweater,Small,8,Common,,,,,graphics/3d/character/jacket/sweater_green_01_m.png,graphics/3d/character/jacket/sweater_green_01_f.png,,,TRUE,6
Regular Green Sweater,,Green Sweater,Small,9,Common,,,,,graphics/3d/character/jacket/sweater_green_01_m.png,graphics/3d/character/jacket/sweater_green_01_f.png,,,TRUE,6
Popular Green Sweater,,Green Sweater,Small,10,Common,,,,,graphics/3d/character/jacket/sweater_green_01_m.png,graphics/3d/character/jacket/sweater_green_01_f.png,,,TRUE,6
Common Green Sweater,,Green Sweater,Small,11,Common,,,,,graphics/3d/character/jacket/sweater_green_01_m.png,graphics/3d/character/jacket/sweater_green_01_f.png,,,TRUE,6
Simple Green Sweater,,Green Sweater,Small,14,Common,,,,,graphics/3d/character/jacket/sweater_green_01_m.png,graphics/3d/character/jacket/sweater_green_01_f.png,,,TRUE,6
Great Hooded Jacket,,Hooded Jacket,Small,8,Uncommon,,,,TRUE,graphics/3d/character/jacket/hooded_jacket_01_m.png,graphics/3d/character/jacket/hooded_jacket_01_f.png,,,TRUE,1
Cool Hooded Jacket,,Hooded Jacket,Small,9,Uncommon,,,,TRUE,graphics/3d/character/jacket/hooded_jacket_01_m.png,graphics/3d/character/jacket/hooded_jacket_01_f.png,,,TRUE,1
Good Hooded Jacket,,Hooded Jacket,Small,11,Uncommon,,,,TRUE,graphics/3d/character/jacket/hooded_jacket_01_m.png,graphics/3d/character/jacket/hooded_jacket_01_f.png,,,TRUE,1
Fine Hooded Jacket,,Hooded Jacket,Small,12,Uncommon,,,,TRUE,graphics/3d/character/jacket/hooded_jacket_01_m.png,graphics/3d/character/jacket/hooded_jacket_01_f.png,,,TRUE,1
Radical Leather Uniform,,Leather Uniform,Small,30,Rare,,,of the Painmaker,TRUE,graphics/3d/character/jacket/leather_uniform_black_02_m.png,graphics/3d/character/jacket/leather_uniform_outfit_black_02_f.png,,,TRUE,21
Excellent Leather Vest,,Leather Vest,Small,8,Rare,,,of the Predator,TRUE,graphics/3d/character/jacket/vest_brown_01_m.png,graphics/3d/character/jacket/vest_brown_01_f.png,,,TRUE,66
Marvelous Leather Vest,,Leather Vest,Small,11,Rare,,,of the Legend,TRUE,graphics/3d/character/jacket/vest_brown_01_m.png,graphics/3d/character/jacket/vest_brown_01_f.png,,,TRUE,66
Awesome Leather Vest,,Leather Vest,Small,13,Rare,,,of the Ambusher,TRUE,graphics/3d/character/jacket/vest_brown_01_m.png,graphics/3d/character/jacket/vest_brown_01_f.png,,,TRUE,66
