Name,EquipmentClass,ClothClass,RequiredLevel,Rarity,DiamondsOnly,LootDisabled,Enhancement,ShopRecommend,Tier,Texture,FemaleTexture,Model,Mesh,FemaleModel,FemaleMesh,ModelTexture,FemaleModelTexture,PostToSocialNetworks,Icon
Bandido,Cowboy Hat,Small,30,Rare,,TRUE,of the Scientist,,,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,,
Malkuth Sheath,Helmet,Small,30,Epic,,TRUE,of the Legend,,,,,graphics/3d/hats/hats.SUP,helmet_droid,graphics/3d/hats/female_hats.SUP,helmet_droid,graphics/3d/hats/textures/helmet_droid.png,graphics/3d/hats/textures/helmet_droid.png,,
Redeemer Guard,Helmet,Small,30,Epic,,TRUE,of Health,,1,,,graphics/3d/hats/hats.SUP,helmet_gasmask,graphics/3d/hats/female_hats.SUP,helmet_gasmask,graphics/3d/hats/textures/helmet_gasmask.png,graphics/3d/hats/textures/helmet_gasmask.png,,
Savior Barrier,Helmet,Small,30,Epic,,TRUE,of the Scientist,,2,,,graphics/3d/hats/hats.SUP,helmet_grandvisor,graphics/3d/hats/female_hats.SUP,helmet_grandvisor,graphics/3d/hats/textures/helmet_grandvisor.png,graphics/3d/hats/textures/helmet_grandvisor.png,,
Singjay,Reggae Hat,Large,30,Uncommon,,TRUE,of the Beast,,,graphics/3d/hats/on_skin_textures/hat_street_b_skin.png,graphics/3d/hats/on_skin_textures/hat_street_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_street_b,graphics/3d/hats/female_hats.SUP,hat_street_b,graphics/3d/hats/textures/hat_street_b.png,graphics/3d/hats/textures/hat_street_b.png,,
Ragga,Reggae Hat,Large,30,Uncommon,,TRUE,of Stamina,,,graphics/3d/hats/on_skin_textures/hat_street_b_skin.png,graphics/3d/hats/on_skin_textures/hat_street_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_street_b,graphics/3d/hats/female_hats.SUP,hat_street_b,graphics/3d/hats/textures/hat_street_b.png,graphics/3d/hats/textures/hat_street_b.png,,
Sensi,Reggae Hat,Large,30,Uncommon,,TRUE,of the Thug,,,graphics/3d/hats/on_skin_textures/hat_cap_b_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b.png,graphics/3d/hats/textures/hat_cap_b.png,,
Rumble Hat,Reggae Hat,Large,30,Uncommon,,TRUE,of the Judgment,,,graphics/3d/hats/on_skin_textures/hat_cap_b_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b.png,graphics/3d/hats/textures/hat_cap_b.png,,
Drango,Cowboy Hat,Large,30,Rare,,TRUE,of the Predator,,,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,,
K12,Mask,Large,30,Rare,,TRUE,of the Thug,,,graphics/3d/hats/on_skin_textures/hired_guns_ski_mask.png,graphics/3d/hats/on_skin_textures/hired_guns_ski_mask_female.png,,,,,,,,
El Topo,Stetson,Large,30,Rare,,TRUE,of Determination,,,graphics/3d/hats/on_skin_textures/hat_western_c_skin.png,graphics/3d/hats/on_skin_textures/hat_western_c_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_c,graphics/3d/hats/female_hats.SUP,hat_western_c,graphics/3d/hats/textures/hat_western_c.png,graphics/3d/hats/textures/hat_western_c.png,,
Archangel Sheath,Helmet,Large,30,Epic,,TRUE,of the Predator,,,,,graphics/3d/hats/hats.SUP,helmet_pilot,graphics/3d/hats/female_hats.SUP,helmet_pilot,graphics/3d/hats/textures/helmet_pilot.png,graphics/3d/hats/textures/helmet_pilot.png,,
Avatar Barrier,Helmet,Large,30,Epic,,TRUE,of the Thug,,1,,,graphics/3d/hats/hats.SUP,helmet_predator,graphics/3d/hats/female_hats.SUP,helmet_predator,graphics/3d/hats/textures/helmet_predator.png,graphics/3d/hats/textures/helmet_predator.png,,
Blessing Guard,Helmet,Large,30,Epic,,TRUE,of Determination,,2,,,graphics/3d/hats/hats.SUP,helmet_spy,graphics/3d/hats/female_hats.SUP,helmet_spy,graphics/3d/hats/textures/helmet_spy.png,graphics/3d/hats/textures/helmet_spy.png,,
Used Cool Cap,Cap,Small,2,Uncommon,,TRUE,of the Assassin,,,graphics/3d/hats/on_skin_textures/hat_cap_b_2_skin_m.png,graphics/3d/hats/on_skin_textures/hat_cap_b_2_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b_2.png,graphics/3d/hats/textures/hat_cap_b_2.png,,
Used Cool Hat,Cap,Large,2,Uncommon,,TRUE,of the Beast,,,graphics/3d/hats/on_skin_textures/hat_cap_b_2_skin_m.png,graphics/3d/hats/on_skin_textures/hat_cap_b_2_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b_2.png,graphics/3d/hats/textures/hat_cap_b_2.png,,
Labycore Health Helmet,Helmet,Small,30,Epic,,TRUE,of the Legend,,2,,,graphics/3d/hats/hats.SUP,helmet_grandvisor,graphics/3d/hats/female_hats.SUP,helmet_grandvisor,graphics/3d/hats/textures/helmet_grandvisor.png,graphics/3d/hats/textures/helmet_grandvisor.png,,
Labycore Power Helmet,Helmet,Small,30,Epic,,TRUE,of the Ambusher,,2,,,graphics/3d/hats/hats.SUP,helmet_multieye,graphics/3d/hats/female_hats.SUP,helmet_multieye,graphics/3d/hats/textures/helmet_multieye.png,graphics/3d/hats/textures/helmet_multieye.png,,
Labycore Strength Helmet,Helmet,Large,30,Epic,,TRUE,of the Destroyer,,2,,,graphics/3d/hats/hats.SUP,helmet_pilot,graphics/3d/hats/female_hats.SUP,helmet_pilot,graphics/3d/hats/textures/helmet_pilot.png,graphics/3d/hats/textures/helmet_pilot.png,,
