Name,Tags,Resource,ExportName,Width,Height,BlocksLineOfSight,FadeToTransparent,Effect,ShadowSize,ShadowBlur,ShadowAlpha,AnimationSound,ActiveEffect,ActiveEffectX,ActiveEffectY,Passable,RespawnDuration
cooking_eq_1_w_microwave,diner bar kitchen,graphics/decos/diner/diner.swf,cooking_eq_1_w_microwave,3,1,,,,2,2,,,,,,,
cooking_eq_1_w_plates,diner bar kitchen,graphics/decos/diner/diner.swf,cooking_eq_1_w_plates,3,1,,,,3,1,,,,,,,
cooking_eq_2,diner bar kitchen,graphics/decos/diner/diner.swf,cooking_eq_2,1,1,,,,4,2,,,,,,,
diner_stool,chair diner bar,graphics/decos/diner/diner.swf,diner_stool,1,1,,,,,,,,,,,,
diner_table,diner table restaurant,graphics/decos/diner/diner.swf,diner_table,4,3,,,,2,4,,,,,,,
smokestack_1_small,pipe smokestack industrial RETOUCH,graphics/decos/smokestacks/smokestacks.swf,smokestack_1_small,4,4,TRUE,TRUE,,8,15,,,,,,,
smokestack_2,pipe smokestack industrial RETOUCH,graphics/decos/smokestacks/smokestacks.swf,smokestack_2,4,4,TRUE,TRUE,,9,19,,,,,,,
smokestack_3,pipe smokestack industrial RETOUCH,graphics/decos/smokestacks/smokestacks.swf,smokestack_3,4,4,TRUE,TRUE,,10,17,,,,,,,
razorfence_2_crn_right,fence security prison,graphics/decos/fences/security_fences.swf,razorfence_2_crn_right,2,2,TRUE,,,-2,8,,,,,,,
razorfence_2_crn_front,fence security prison,graphics/decos/fences/security_fences.swf,razorfence_2_crn_front,2,2,TRUE,,,-2,8,,,,,,,
razorfence_2_crn_back,fence security prison,graphics/decos/fences/security_fences.swf,razorfence_2_crn_back,2,2,TRUE,,,-2,8,,,,,,,
razorfence_2_straight,fence security prison,graphics/decos/fences/security_fences.swf,razorfence_2_straight,4,1,TRUE,,,-2,8,,,,,,,
razorfence_2_straight_door,fence security prison,graphics/decos/fences/security_fences.swf,razorfence_2_straight_door,4,1,TRUE,,,-2,8,,,,,,,
razorfence_2_cut_left,fence security prison,graphics/decos/fences/security_fences.swf,razorfence_2_cut_left,1,1,true,,,-2,8,,,,,,,
razorfence_2_cut_right,fence security prison,graphics/decos/fences/security_fences.swf,razorfence_2_cut_right,1,1,TRUE,,,-2,8,,,,,,,
razorfence_1_crn_right,fence security prison,graphics/decos/fences/security_fences.swf,razorfence_1_crn_right,2,2,TRUE,,,-2,8,,,,,,,
razorfence_1_crn_front,fence security prison,graphics/decos/fences/security_fences.swf,razorfence_1_crn_front,2,2,TRUE,,,-2,8,,,,,,,
razorfence_1_crn_back,fence security prison,graphics/decos/fences/security_fences.swf,razorfence_1_crn_back,2,2,TRUE,,,-2,8,,,,,,,
razorfence_1_straight,fence security prison,graphics/decos/fences/security_fences.swf,razorfence_1_straight,4,1,TRUE,,,-2,8,,,,,,,
razorfence_1_straight_door,fence security prison,graphics/decos/fences/security_fences.swf,razorfence_1_straight_door,4,1,TRUE,,,-2,8,,,,,,,
razor_crn_back,fence security prison,graphics/decos/fences/security_fences.swf,razor_crn_back,3,3,,,,-3,10,,,,,,,
razor_crn_front,fence security prison,graphics/decos/fences/security_fences.swf,razor_crn_front,3,3,,,,-3,10,,,,,,,
razor_crn_right,fence security prison,graphics/decos/fences/security_fences.swf,razor_crn_right,3,3,,,,-3,10,,,,,,,
razor_straight,fence security prison,graphics/decos/fences/security_fences.swf,razor_straight,4,2,,,,-3,10,,,,,,,
wirefence_straight,fence security prison,graphics/decos/fences/security_fences.swf,wirefence_straight,4,1,,,,-2,8,,,,,,,
wirefence_straight_door,fence security prison,graphics/decos/fences/security_fences.swf,wirefence_straight_door,4,1,,,,-2,8,,,,,,,
sandbags_crn_back,fence security prison,graphics/decos/fences/security_fences.swf,sandbags_crn_back,2,2,,,,1,4,,,,,,,
sandbags_crn_front,fence security prison,graphics/decos/fences/security_fences.swf,sandbags_crn_front,2,2,,,,2,4,,,,,,,
sandbags_crn_right,fence security prison,graphics/decos/fences/security_fences.swf,sandbags_crn_right,2,2,,,,2,4,,,,,,,
sandbags_straight,fence security prison,graphics/decos/fences/security_fences.swf,sandbags_straight,4,1,,,,2,2,,,,,,,
dirty_matress,ghetto furniture bed,graphics/decos/interiors_ghetto/interiors_ghetto.swf,dirty_matress,3,2,,,,2,2,,,,,,,
radiator_old,radiator ghetto interior,graphics/decos/interiors_ghetto/interiors_ghetto.swf,radiator_old,2,1,,,,-1,2,,,,,,,
ragpile_1,trash ghetto interior,graphics/decos/interiors_ghetto/interiors_ghetto.swf,ragpile_1,2,2,,,,,3,,,,,,,
ragpile_2,trash ghetto interior,graphics/decos/interiors_ghetto/interiors_ghetto.swf,ragpile_2,2,2,,,,,2,,,,,,,
ragpile_3,trash ghetto interior,graphics/decos/interiors_ghetto/interiors_ghetto.swf,ragpile_3,1,1,,,,,,,,,,,,
sink_dirty,bathroom ghetto interior,graphics/decos/interiors_ghetto/interiors_ghetto.swf,sink_dirty,1,1,,,,,2,,,,,,,
toilet_seat,ghetto interior bathroom,graphics/decos/interiors_ghetto/interiors_ghetto.swf,toilet_seat,1,1,,,,,,,,,,,,
shelves_01,warehouse furniture,graphics/decos/interiors_common/warehouse_shelves.swf,shelves_01,1,2,TRUE,TRUE,,,,,,,,,,
shelves_01_back,warehouse furniture,graphics/decos/interiors_common/warehouse_shelves.swf,shelves_01_back,1,2,TRUE,TRUE,,,,,,,,,,
shelves_02,warehouse furniture,graphics/decos/interiors_common/warehouse_shelves.swf,shelves_02,1,2,TRUE,TRUE,,,,,,,,,,
shelves_02_back,warehouse furniture,graphics/decos/interiors_common/warehouse_shelves.swf,shelves_02_back,1,2,TRUE,TRUE,,,,,,,,,,
shelves_03,warehouse furniture,graphics/decos/interiors_common/warehouse_shelves.swf,shelves_03,1,2,TRUE,TRUE,,,,,,,,,,
shelves_03_back,warehouse furniture,graphics/decos/interiors_common/warehouse_shelves.swf,shelves_03_back,1,2,TRUE,TRUE,,,,,,,,,,
shelves_04,warehouse furniture,graphics/decos/interiors_common/warehouse_shelves.swf,shelves_04,1,2,TRUE,TRUE,,,,,,,,,,
shelves_04_back,warehouse furniture,graphics/decos/interiors_common/warehouse_shelves.swf,shelves_04_back,1,2,TRUE,TRUE,,,,,,,,,,
shelves_05,warehouse furniture,graphics/decos/interiors_common/warehouse_shelves.swf,shelves_05,1,2,TRUE,TRUE,,,,,,,,,,
shelves_05_back,warehouse furniture,graphics/decos/interiors_common/warehouse_shelves.swf,shelves_05_back,1,2,TRUE,TRUE,,,,,,,,,,
shelves_00,warehouse furniture,graphics/decos/interiors_common/warehouse_shelves.swf,shelves_00,1,2,TRUE,TRUE,,,,,,,,,,
shelves_00_back,warehouse furniture,graphics/decos/interiors_common/warehouse_shelves.swf,shelves_00_back,1,2,TRUE,TRUE,,,,,,,,,,
shelves_high_00,warehouse furniture,graphics/decos/interiors_common/warehouse_shelves.swf,shelves_high_00,1,2,TRUE,TRUE,,,,,,,,,,
shelves_high_00_back,warehouse furniture,graphics/decos/interiors_common/warehouse_shelves.swf,shelves_high_00_back,1,2,TRUE,TRUE,,,,,,,,,,
shelves_high_01,warehouse furniture,graphics/decos/interiors_common/warehouse_shelves.swf,shelves_high_01,1,2,TRUE,TRUE,,,,,,,,,,
shelves_high_01_back,warehouse furniture,graphics/decos/interiors_common/warehouse_shelves.swf,shelves_high_01_back,1,2,TRUE,TRUE,,,,,,,,,,
shelves_high_02,warehouse furniture,graphics/decos/interiors_common/warehouse_shelves.swf,shelves_high_02,1,2,TRUE,TRUE,,,,,,,,,,
shelves_high_02_back,warehouse furniture,graphics/decos/interiors_common/warehouse_shelves.swf,shelves_high_02_back,1,2,TRUE,TRUE,,,,,,,,,,
shelves_high_03,warehouse furniture,graphics/decos/interiors_common/warehouse_shelves.swf,shelves_high_03,1,2,TRUE,TRUE,,,,,,,,,,
shelves_high_03_back,warehouse furniture,graphics/decos/interiors_common/warehouse_shelves.swf,shelves_high_03_back,1,2,TRUE,TRUE,,,,,,,,,,
shelves_high_04,warehouse furniture,graphics/decos/interiors_common/warehouse_shelves.swf,shelves_high_04,1,2,TRUE,TRUE,,,,,,,,,,
shelves_high_04_back,warehouse furniture,graphics/decos/interiors_common/warehouse_shelves.swf,shelves_high_04_back,1,2,TRUE,TRUE,,,,,,,,,,
trash_bags_1,trash,graphics/decos/street/street_generic.swf,trash_bags_1,2,2,,,,,,,,,,,,
trash_bags_2,trash,graphics/decos/street/street_generic.swf,trash_bags_2,2,2,,,,,,,,,,,,
inside_wall_layered,interior wall,graphics/decos/interiors_walls_doors/interiors_walls_doors.swf,inside_wall_layered,1,4,TRUE,TRUE,,3,,,,,,,,
inside_wall_layered_entrance,interior wall,graphics/decos/interiors_walls_doors/interiors_walls_doors.swf,inside_wall_layered_entrance,1,4,TRUE,TRUE,,2,,,,,,,,
inside_wall_layered_outside,interior wall,graphics/decos/interiors_walls_doors/interiors_walls_doors.swf,inside_wall_layered_outside,1,4,TRUE,TRUE,,2,,,,,,,,
inside_wall_layered_outside_open,interior wall,graphics/decos/interiors_walls_doors/interiors_walls_doors.swf,inside_wall_layered_outside_open,1,4,TRUE,TRUE,,2,,,,,,,,
inside_wall_layered_window2,interior wall,graphics/decos/interiors_walls_doors/interiors_walls_doors.swf,inside_wall_layered_window2,1,4,TRUE,TRUE,,2,,,,,,,,
inside_wall_layered_window2_outside,interior wall,graphics/decos/interiors_walls_doors/interiors_walls_doors.swf,inside_wall_layered_window2_outside,1,4,TRUE,TRUE,,2,,,,,,,,
inside_wall_layered_window3,interior wall,graphics/decos/interiors_walls_doors/interiors_walls_doors.swf,inside_wall_layered_window3,1,4,TRUE,TRUE,,2,,,,,,,,
inside_wall_layered_window3_outside,interior wall,graphics/decos/interiors_walls_doors/interiors_walls_doors.swf,inside_wall_layered_window3_outside,1,4,TRUE,TRUE,,2,,,,,,,,
inside_wall_layered_window_4,interior wall,graphics/decos/interiors_walls_doors/interiors_walls_doors.swf,inside_wall_layered_window4,1,4,TRUE,TRUE,,,,,,,,,,
inside_wall_layered_window5_outside,interior wall,graphics/decos/interiors_walls_doors/interiors_walls_doors.swf,inside_wall_layered_window5_outside,1,4,TRUE,TRUE,,2,,,,,,,,
inside_wall_layered_window6,interior wall,graphics/decos/interiors_walls_doors/interiors_walls_doors.swf,inside_wall_layered_window6,1,4,TRUE,TRUE,,2,,,,,,,,
inside_wall_layered_window6_outside,interior wall,graphics/decos/interiors_walls_doors/interiors_walls_doors.swf,inside_wall_layered_window6_outside,1,4,TRUE,TRUE,,2,,,,,,,,
inside_wall_corner_pillar_right,interior wall,graphics/decos/interiors_walls_doors/interiors_walls_doors.swf,inside_wall_corner_pillar_right,1,1,TRUE,TRUE,,2,,,,,,,,
inside_wall_corner_pillar_front,interior wall,graphics/decos/interiors_walls_doors/interiors_walls_doors.swf,inside_wall_corner_pillar_front,1,1,TRUE,TRUE,,2,,,,,,,,
inside_wall_glass,interior wall glass,graphics/decos/interiors_walls_doors/interiors_walls_doors.swf,inside_wall_glass,1,4,TRUE,TRUE,,-2,,,,,,,,
inside_wall_glass_no_glass,interior wall glass,graphics/decos/interiors_walls_doors/interiors_walls_doors.swf,inside_wall_glass_no_glass,1,4,TRUE,TRUE,,-5,,,,,,,,
inside_wall_glass_unbreakable,interior wall glass unbreakable,graphics/decos/interiors_walls_doors/interiors_walls_doors.swf,inside_wall_glass_unbreakable,1,4,TRUE,TRUE,,-2,,,,,,,,
oil_pump_front_1,oil pump power plant,graphics/decos/power_plant/power_plant.swf,oil_pump_front_1,4,9,TRUE,TRUE,,4,3,,,,,,,
oil_pump_front_2,oil pump power plant,graphics/decos/power_plant/power_plant.swf,oil_pump_front_2,4,9,TRUE,TRUE,,,4,,,,,,,
oil_pump_back_1,oil pump power plant,graphics/decos/power_plant/power_plant.swf,oil_pump_back_1,9,4,TRUE,TRUE,,3,2,,,,,,,
fake_building_1,building,graphics/decos/buildings_downtown/downtown_6_white_highrise.swf,fake_building_2,12,4,TRUE,TRUE,,4,3,,,,,,,
fake_building_3,building,graphics/decos/buildings_downtown/downtown_6_white_highrise.swf,fake_building_3,13,4,TRUE,TRUE,,4,7,,,,,,,
warehouse_big2,warehouse building red,graphics/decos/buildings/warehouse1.swf,warehouse_big2,21,11,TRUE,TRUE,,10,,,,,,,,
warehouse_small_red,warehouse red building,graphics/decos/buildings/warehouse1.swf,warehouse_small_red,11,6,TRUE,TRUE,,8,,,,,,,,
warehouse_big_white,white warehouse,graphics/decos/buildings/warehouse1.swf,warehouse_big_white,21,11,TRUE,TRUE,,11,,,,,,,,
warehouse_small_white2,white warehouse,graphics/decos/buildings/warehouse1.swf,warehouse_small_white2,11,6,TRUE,TRUE,,7,,,,,,,,
fence_hedge_maze,fence hedge,graphics/decos/fences/fences.swf,fence_hedge_maze,3,1,TRUE,TRUE,,2,,,,,,,,
fence_hedge_maze_corner,hedge maze fence,graphics/decos/fences/fences.swf,fence_hedge_maze_corner,1,1,TRUE,TRUE,,2,,,,,,,,
TrouserShelf,trousers pants self shop,graphics/decos/shop_decorations/shop_decos.swf,TrouserShelf,3,1,TRUE,TRUE,,,,,,,,,,
ShirtHanger,trousers pants self shop,graphics/decos/shop_decorations/shop_decos.swf,ShirtHanger,3,1,TRUE,,,,,,,,,,,
RifleStand,,graphics/decos/shop_decorations/shop_decos.swf,RifleStand,2,1,TRUE,TRUE,,,,,,,,,,
platform_edge_side_out,platform edge border,graphics/decos/platform/elevated_platforms.swf,platform_edge_side_out,1,2,,,,-5,,,,,,,,
platform_edge_side_in,platform edge border,graphics/decos/platform/elevated_platforms.swf,platform_edge_side_in,2,1,,,,-5,,,,,,,,
platform_edge_corner_out_front,platform edge border,graphics/decos/platform/elevated_platforms.swf,platform_edge_corner_out_front,2,2,,,,-5,,,,,,,,
platform_edge_corner_in_back,platform edge border,graphics/decos/platform/elevated_platforms.swf,platform_edge_corner_in_back,2,2,,,,-5,,,,,,,,
platform_edge_corner_out_left,platform edge border,graphics/decos/platform/elevated_platforms.swf,platform_edge_corner_out_left,2,2,,,,-5,,,,,,,,
platform_edge_corner_in_left,platform edge border,graphics/decos/platform/elevated_platforms.swf,platform_edge_corner_in_left,2,2,,,,-5,,,,,,,,
platform_edge_corner_out_back,platform edge border,graphics/decos/platform/elevated_platforms.swf,platform_edge_corner_out_back,2,2,,,,-5,,,,,,,,
platform_edge_corner_in_front,platform edge border,graphics/decos/platform/elevated_platforms.swf,platform_edge_corner_in_front,2,2,,,,-5,,,,,,,,
platform_edge_side_out_end_back,platform edge border,graphics/decos/platform/elevated_platforms.swf,platform_edge_side_out_end_back,1,2,,,,-5,,,,,,,,
industrial_lift,platform industrial lift,graphics/decos/platform/elevated_platforms.swf,industrial_lift,5,5,TRUE,FALSE,,2,,,,,,,,
lava_formation_1,lava rock stone tunnel,graphics/decos/lava_rock/lava_rock.swf,lava_formation_1,3,6,TRUE,TRUE,,3,15,,,,,,,
lava_formation_2,lava rock stone tunnel,graphics/decos/lava_rock/lava_rock.swf,lava_formation_2,3,2,TRUE,TRUE,,,4,,,,,,,
lava_formation_3,lava rock stone tunnel,graphics/decos/lava_rock/lava_rock.swf,lava_formation_3,2,2,TRUE,TRUE,,,4,,,,,,,
lava_pilar_1,lava rock stone tunnel,graphics/decos/lava_rock/lava_rock.swf,lava_pilar_1,3,2,TRUE,TRUE,,,5,,,,,,,
lava_pilar_2,lava rock stone tunnel,graphics/decos/lava_rock/lava_rock.swf,lava_pilar_2,4,2,TRUE,TRUE,,,5,,,,,,,
lava_rock_2,lava rock stone tunnel,graphics/decos/lava_rock/lava_rock.swf,lava_rock_2,4,3,,,,-2,8,,,,,,,
lava_rock_3,lava rock stone tunnel,graphics/decos/lava_rock/lava_rock.swf,lava_rock_3,2,2,,,,-1,8,,,,,,,
lava_rock_4,lava rock stone tunnel,graphics/decos/lava_rock/lava_rock.swf,lava_rock_4,1,1,,,,,,,,,,,,
lava_wall_1,lava rock stone tunnel,graphics/decos/lava_rock/lava_rock.swf,lava_wall_1,2,5,TRUE,TRUE,,,5,,,,,,,
lava_wall_2,lava rock stone tunnel,graphics/decos/lava_rock/lava_rock.swf,lava_wall_2,2,5,TRUE,TRUE,,,5,,,,,,,
lava_wall_3,lava rock stone tunnel,graphics/decos/lava_rock/lava_rock.swf,lava_wall_3,2,5,TRUE,TRUE,,,5,,,,,,,
construction_fence1,fence,graphics/decos/fences/construction_fence.swf,construction_fence1,1,4,TRUE,TRUE,,,,,,,,,,
construction_fence2,fence,graphics/decos/fences/construction_fence.swf,construction_fence2,1,4,TRUE,TRUE,,,,,,,,,,
construction_fence3,fence,graphics/decos/fences/construction_fence.swf,construction_fence3,1,4,TRUE,TRUE,,,,,,,,,,
construction_fence4,fence,graphics/decos/fences/construction_fence.swf,construction_fence4,1,2,TRUE,TRUE,,,,,,,,,,
construction_fence5,fence,graphics/decos/fences/construction_fence.swf,construction_fence5,1,2,TRUE,TRUE,,,,,,,,,,
motor_boat1,boat,graphics/decos/boats/motor_boat1.swf,motor_boat1,16,6,TRUE,FALSE,,-6,12,,,,,,,
motor_boat1_2,boat,graphics/decos/boats/motor_boat1_2.swf,motor_boat1_2,16,6,TRUE,FALSE,,-6,12,,,,,,,
motor_boat1_drydock2,boat dock,graphics/decos/boats/motor_boat_drydock2.swf,motor_boat1_drydock2,16,7,TRUE,TRUE,,-10,10,,,,,,,
rubber_boat1,boat rubber,graphics/decos/docks/rubberboat_buoy_lifering.swf,rubber_boat1,4,6,,,,-2,6,,,,,,,
rubber_boat1_2,boat rubber,graphics/decos/docks/rubberboat_buoy_lifering.swf,rubber_boat1_2,4,6,,,,-2,6,,,,,,,
submarine1,docks boat,graphics/decos/docks/submarine.swf,submarine1,31,7,,,,-10,24,,,,,,,
drill_back_left,drill tunnel,graphics/decos/construction/huge_drill.swf,drill_back_left,9,5,TRUE,TRUE,,,,,,,,,,
drill_back_right,drill tunnel,graphics/decos/construction/huge_drill.swf,drill_back_right,5,9,TRUE,TRUE,,,,,,,,,,
drill_front_left,drill tunnel,graphics/decos/construction/huge_drill.swf,drill_front_left,5,9,TRUE,TRUE,,,,,,,,,,
drill_front_right,drill tunnel,graphics/decos/construction/huge_drill.swf,drill_front_right,9,5,TRUE,TRUE,,,,,,,,,,
HologramHeadBack,hologram head sid lowen,graphics/decos/hologram/sid_hologram_head.swf,HologramHeadBack,4,4,,,,-4,9,,,,,,,
HologramHeadFront,hologram head sid lowen,graphics/decos/hologram/sid_hologram_head.swf,HologramHeadFront,4,4,,,,-4,9,,,,,,,
lava_stone1,lava rock stone tunnel,graphics/decos/lava_rock/lava_rock.swf,lava_stone1,3,2,TRUE,TRUE,,-1,5,,,,,,,
lava_stone2,lava rock stone tunnel,graphics/decos/lava_rock/lava_rock.swf,lava_stone2,2,2,TRUE,TRUE,,-1,5,,,,,,,
lava_stone3,lava rock stone tunnel,graphics/decos/lava_rock/lava_rock.swf,lava_stone3,2,2,TRUE,TRUE,,-1,,,,,,,,
lava_stone4,lava rock stone tunnel,graphics/decos/lava_rock/lava_rock.swf,lava_stone4,4,3,TRUE,,,-2,12,,,,,,,
lava_stone5,lava rock stone tunnel,graphics/decos/lava_rock/lava_rock.swf,lava_stone5,2,2,,,,-2,4,,,,,,,
lava_stone6,lava rock stone tunnel,graphics/decos/lava_rock/lava_rock.swf,lava_stone6,1,1,,,,-1,3,,,,,,,
pillar_blanco1,basement tunnel pillar concrete,graphics/decos/interiors_basement/walls_pillars_grates_pipes.swf,pillar_blanco1,,,TRUE,TRUE,,-5,,,,,,,,
pillar_blanco2,basement tunnel pillar concrete,graphics/decos/interiors_basement/walls_pillars_grates_pipes.swf,pillar_blanco2,,,TRUE,TRUE,,-5,,,,,,,,
pillar_electric1,basement tunnel pillar concrete,graphics/decos/interiors_basement/walls_pillars_grates_pipes.swf,pillar_electric1,,,TRUE,TRUE,,-5,,,,,,,,
pillar_electric2,basement tunnel pillar concrete,graphics/decos/interiors_basement/walls_pillars_grates_pipes.swf,pillar_electric2,,,TRUE,TRUE,,-5,,,,,,,,
pillar_pipes1,basement tunnel pillar concrete,graphics/decos/interiors_basement/walls_pillars_grates_pipes.swf,pillar_pipes1,,,TRUE,TRUE,,-5,,,,,,,,
wall_concrete1,basement tunnel wall concrete,graphics/decos/interiors_basement/walls_pillars_grates_pipes.swf,wall_concrete1,1,3,TRUE,TRUE,,-5,,,,,,,,
wall_concrete2,basement tunnel wall concrete,graphics/decos/interiors_basement/walls_pillars_grates_pipes.swf,wall_concrete2,,3,TRUE,TRUE,,-5,,,,,,,,
wall_concrete1_exploded1,basement tunnel wall concrete hole explosion,graphics/decos/interiors_basement/walls_pillars_grates_pipes.swf,wall_concrete1_exploded1,1,2,TRUE,FALSE,,-5,,,,,,,,
wall_concrete1_exploded2,basement tunnel wall concrete hole explosion,graphics/decos/interiors_basement/walls_pillars_grates_pipes.swf,wall_concrete1_exploded2,1,2,TRUE,FALSE,,-5,,,,,,,,
wall_grate1,basement tunnel wall grid grate,graphics/decos/interiors_basement/walls_pillars_grates_pipes.swf,wall_grate1,,2,TRUE,TRUE,,-5,,,,,,,,
wall_grate2,basement tunnel wall grid grate,graphics/decos/interiors_basement/walls_pillars_grates_pipes.swf,wall_grate2,,2,TRUE,TRUE,,-5,,,,,,,,
wall_grate2_back,basement tunnel wall grid grate,graphics/decos/interiors_basement/walls_pillars_grates_pipes.swf,wall_grate2_back,,2,TRUE,TRUE,,-5,,,,,,,,
wall_wirerouter,basement tunnel wall wire,graphics/decos/interiors_basement/walls_pillars_grates_pipes.swf,wall_wirerouter,,,TRUE,TRUE,,-5,,,,,,,,
guard_tower1,prison tower surveillance,graphics/decos/prison/prison_generic.swf,guard_tower1,3,3,TRUE,TRUE,,,,,,,,,,
labycore_prison_01,labycore building modern prison,graphics/decos/buildings_modern/buildings_prison.swf,labycore_prison_01,15,10,TRUE,TRUE,,3,5,,,,,,,
labycore_prison_02,labycore building modern prison,graphics/decos/buildings_modern/buildings_prison.swf,labycore_prison_02,20,11,TRUE,TRUE,,3,5,,,,,,,
floodlight_tower1,prison light tower surveillance,graphics/decos/prison/prison_generic.swf,floodlight_tower1,2,2,,TRUE,,,,,,,,,,
floodlight_tower2,prison light tower surveillance,graphics/decos/prison/prison_generic.swf,floodlight_tower2,2,2,,TRUE,,,,,,,,,,
searchlight_front1,light surveillance needle park,graphics/decos/security/searchlight.swf,searchlight_front1,1,1,,TRUE,,,,,,,,,,
searchlight_back2,light surveillance needle park,graphics/decos/security/searchlight.swf,searchlight_back2,1,1,,TRUE,,,,,,,,,,
watchtower1,tower surveillance camouflage needle park,graphics/decos/security/watchtower.swf,watchtower1,3,3,TRUE,TRUE,,3,3,,,,,,,
watchtower2,tower surveillance camouflage needle park,graphics/decos/security/watchtower.swf,watchtower2,3,3,TRUE,TRUE,,3,3,,,,,,,
bluegrey_wall_1,prison interior wall,graphics/decos/prison/prison_interiors.swf,bluegrey_wall_1,4,1,TRUE,TRUE,,3,,,,,,,,
bluegrey_wall_1_decor1,prison interior wall,graphics/decos/prison/prison_interiors.swf,bluegrey_wall_1_decor1,4,1,TRUE,TRUE,,3,,,,,,,,
bluegrey_wall_1_decor2,prison interior wall,graphics/decos/prison/prison_interiors.swf,bluegrey_wall_1_decor2,4,1,TRUE,TRUE,,3,,,,,,,,
bluegrey_wall_1_decor3,prison interior wall,graphics/decos/prison/prison_interiors.swf,bluegrey_wall_1_decor3,4,1,TRUE,TRUE,,3,,,,,,,,
bluegrey_wall_2,prison interior wall,graphics/decos/prison/prison_interiors.swf,bluegrey_wall_2,4,1,TRUE,TRUE,,3,,,,,,,,
bluegrey_wall_3,prison interior wall,graphics/decos/prison/prison_interiors.swf,bluegrey_wall_3,4,1,TRUE,TRUE,,3,,,,,,,,
bluegrey_pillar,prison interior wall,graphics/decos/prison/prison_interiors.swf,bluegrey_pillar,1,1,TRUE,TRUE,,3,,,,,,,,
prison_bed1,prison furniture,graphics/decos/prison/prison_interiors.swf,prison_bed1,3,1,,TRUE,,-1,2,,,,,,,
HealthStationRight,health station,graphics/decos/health_station/health_station.swf,HealthStation_Right,4,2,TRUE,TRUE,,-1,5,,,,,,,
AlarmDeviceIdle,alarm,graphics/decos/alarm/alarm.swf,AlarmDeviceIdle,1,1,,,,-2,10,,,,,,,
lava_formation_1_plain,lava rock stone tunnel,graphics/decos/lava_rock/lava_rock.swf,lava_formation_1_plain,3,6,TRUE,TRUE,,,5,,,,,,,
lava_pilar_1_plain,lava rock stone tunnel,graphics/decos/lava_rock/lava_rock.swf,lava_pilar_1_plain,3,2,TRUE,TRUE,,-2,5,,,,,,,
lava_pilar_2_plain,lava rock stone tunnel,graphics/decos/lava_rock/lava_rock.swf,lava_pilar_2_plain,4,2,TRUE,TRUE,,,5,,,,,,,
lava_wall_1_plain,lava rock stone tunnel,graphics/decos/lava_rock/lava_rock.swf,lava_wall_1_plain,2,5,TRUE,TRUE,,-1,5,,,,,,,
lava_wall_2_plain,lava rock stone tunnel,graphics/decos/lava_rock/lava_rock.swf,lava_wall_2_plain,2,5,TRUE,TRUE,,,,,,,,,,
lava_wall_3_plain,lava rock stone tunnel,graphics/decos/lava_rock/lava_rock.swf,lava_wall_3_plain,2,5,TRUE,TRUE,,,5,,,,,,,
helicopter_small_back,aircraft helicopter,graphics/decos/aircraft/helicopter_small_back.swf,helicopter_small_back,10,4,TRUE,TRUE,,-10,10,,,,,,,
helicopter_wrecked_front,aircraft helicopter,graphics/decos/aircraft/helicopter_wrecked.swf,helicopter_wrecked_front,4,20,TRUE,TRUE,,-10,10,,,,,,,
sign_post1,light post traffic,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,sign_post1,1,1,,TRUE,,,,,,,,,,
sign_post2,light post traffic,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,sign_post2,1,1,,TRUE,,,,,,,,,,
display_stand_front,light sign traffic,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,display_stand_front,1,3,TRUE,TRUE,,,,,,,,,,
display_stand_back,light sign traffic,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,display_stand_back,1,3,TRUE,TRUE,,,,,,,,,,
shelter1_front_frame,shelter frame,graphics/decos/buildings/shelter.swf,shelter1_front_frame,1,1,,TRUE,,-4,6,,,,,,,
shelter1_front_canvas1,shelter canvas,graphics/decos/buildings/shelter.swf,shelter1_front_canvas1,1,1,,TRUE,,-4,6,,,,,,,
shelter1_middle_canvas1,shelter canvas,graphics/decos/buildings/shelter.swf,shelter1_middle_canvas1,1,4,,TRUE,,-4,6,,,,,,,
shelter1_back_canvas1,shelter canvas,graphics/decos/buildings/shelter.swf,shelter1_back_canvas1,1,2,,TRUE,,-4,6,,,,,,,
shelter1_front_canvas2,shelter canvas,graphics/decos/buildings/shelter.swf,shelter1_front_canvas2,1,1,,TRUE,,-4,6,,,,,,,
shelter1_middle_canvas2,shelter canvas,graphics/decos/buildings/shelter.swf,shelter1_middle_canvas2,1,4,,TRUE,,-4,6,,,,,,,
shelter1_back_canvas2,shelter canvas,graphics/decos/buildings/shelter.swf,shelter1_back_canvas2,1,2,,TRUE,,-4,6,,,,,,,
shelter2_front_canvas1,shelter canvas,graphics/decos/buildings/shelter.swf,shelter2_front_canvas1,1,1,,TRUE,,-4,6,,,,,,,
shelter2_middle_canvas1,shelter canvas,graphics/decos/buildings/shelter.swf,shelter2_middle_canvas1,1,4,,TRUE,,-4,6,,,,,,,
shelter2_back_canvas1,shelter canvas,graphics/decos/buildings/shelter.swf,shelter2_back_canvas1,1,2,,TRUE,,-4,6,,,,,,,
shelter2_front_canvas2,shelter canvas,graphics/decos/buildings/shelter.swf,shelter2_front_canvas2,1,1,,TRUE,,-4,6,,,,,,,
