Name,Attributes,CharacterClass,ArmorClass,IngredientDrop,Type,DiamondsOnly,Hostile,AttackHostile,Faction,MinLevel,MaxLevel,AI_Skills,DropOnlyClassSpecificItems,Items,ItemCounts,Weapon,Companion,Animation,IdleAnimationClip,AfkAnimationClip,Hair,Skin,Face,FacialHair,Hat,Glasses,Jacket,Pants,Gloves,Shoes,Belt,Necklace,DefaultSpeedDisabled,MovementSpeed,CombatMovementSpeed,AI_WaitTimeMin,AI_WaitTimeMax,AI_SkillDelayMin,AI_SkillDelayMax,AI_SkillDelayMinForNewTarget,AI_SkillDelayMaxForNewTarget,AI_AlertRadius,AI_ObserveRange,DeathEffect,HideOnDeath,RareDeathEffect,HideOnRareDeath,Scale,DamageEffect,DeathSound,DamageSound,GreetingsSound,GoodbyeSound,HostileSound,DualWeapons,AutoAttack
,,,,,,,,,,,,Slammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Healing Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Hooligan Buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dualmelee,Big_LowDamage,,Unarmored,,,,TRUE,,Sewer Voodoo,1,30,Push,,,,Great Knife,,NPC_Dualmelee,,,Male_Hair_5_black,Skin6,Male_Face3,,,,Good Brown Leather Jacket,Regular Stonewashed,,NPC Male Hooligans Shoes 02,,,,750,1100,,2000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,TRUE,
Sewer Voodoo slicer,Small_HighDamage,,Armored,,,,TRUE,,Sewer Voodoo,10,30,,,,,Crude Jungle Knife,,NPC_Dualmelee,,,Don's Toupee,Skin6,Male_Face9,beard_black_full,,,NPC MALE Voodoo Jacket 01,Great Voodoo Jeans,,NPC Male Voodoo Shoes 02,NPC Belt,,,600,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,,,90,HitEffect1,,,,,,TRUE,
Sewer Voodoo Runner,Small_LowDamage,,Armored,,,,TRUE,,Sewer Voodoo,10,30,Wushu Push,,,,Mighty Jungle Knife,,RogueFemale,,,Female_Hair_4_black,female_skin2,Female_Face3,,,,Universal Green Sweater,Cool Voodoo Jeans,,Universal Boots,,,,600,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,95,HitEffect1,,,,,,,
Stiletto-71,Medium_HighDamage,,Mechanical,,,,TRUE,,Labycore,1,30,Wushu Stun,,,,,,CyberGirl,,,Female_Hair_8_black,CyberGirl_skin,Female_Face1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Wushu Push,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Wushu Hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stan Kirby,Medium_HighDamage,,Unarmored,,,,,,Resistance,,,,,,,,,Rogue,,,Male_Hair_2,Skin6,Male_Face8,,,,Dawnbreak T-Shirt,Dawnbreak Trousers,,Everyday Black Shoes,,Sentry's Scarf,,,,,,,,,,,,,,,,,,,,,,,,
DEFOE,Elite_Big_HighDamage,,Mechanical,,,,,TRUE,Resistance,1,30,MechWarrior Rocket,,,,Weldingbot_Minigun,,NPC_Sentrybot,,,,Sentrybot_Resistance,,,,,,,,,,,,900,,,,,,,,,,ExploRobot,TRUE,ExploRobot,,115,,,,,,,,
,,,,,,,,,,,,MechWarrior Slammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,MechWarrior Electric Boogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lloyd Brown,Medium_LowDamage,,Unarmored,,,,,,Resistance,,,,,,,Regular Wrench,,Tank,,,Male_Hair_7_blonde,Skin4,Male_Face2,,,,Dawnbreak Shirt,Dawnbreak Trousers,,Dawnbreak Sneakers,,Boosted Scarf,,,,4000,10000,,,,,,,,,,,,,,,,,,TRUE,
Michael McFly,Medium_HighDamage,,Unarmored,,,,,,Resistance,,,,,,,,,Rogue,,,Male_Hair_5,Skin5,Male_Face4,,,,Dawnbreak T-Shirt,Dawnbreak Trousers,,Dawnbreak Sneakers,,,,,,4000,10000,,,,,,,,,,,,,,,,,,,
Mad Dog Handler,Big_LowDamage,,Unarmored,,,,TRUE,,Mad Dogs,1,30,,,,,,Dog,Tank,,,Male_Hair_2,Skin4,Male_Face1,,,,Submariner's Suit Jacket,Popular Suit Trousers,,Cool Black Shoes,,,,500,,4000,10000,6000,6000,1000,2000,70,100,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Virginia,Small_LowDamage,,Unarmored,,,,,,Valkyries,1,30,,,,,Plain Knife,,TankFemale,,,Female_Hair_6,female_skin2,Female_Face2,,,,NPC FEMALE Valkyeries Jacket 02,NPC FEMALE Valkyries Pants 01,,NPC Female Valkyries Shoes 02,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,,,100,HitEffect1,,,,,,,
Jill,Small_LowDamage,,Unarmored,,,,,,Valkyries,1,30,,,,,,,NPC_F_SleaveGirl,,,Female_Hair_1_black,female_skin3,Female_Face2,,,,Labycore Worker's Orange Jacket,,,Dawnbreak Sneakers,,,TRUE,,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,,,,,
Sabrina,Small_LowDamage,,Unarmored,,,,,,Valkyries,1,30,,,,,,,NPC_F_SleaveGirl,,,Female_Hair_4_blonde,female_skin2,Female_Face2,,,,Labycore Worker's Orange Jacket,,,Dawnbreak Sneakers,,,TRUE,,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,,,,,
Kelly,Small_LowDamage,,Unarmored,,,,,,Valkyries,1,30,,,,,,,NPC_F_SleaveGirl,,,Female_Hair_3_black,female_skin1,Female_Face2,,,,Labycore Worker's Orange Jacket,,,Dawnbreak Sneakers,,,TRUE,,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,,,,,
Kingpin,Mini_Boss_Default,,Unarmored,,,,TRUE,,Mad Dogs,1,30,John Woo Attack,,,,"Labytech Pistol, LBTP-02",Warehousebot,DualPistol,,,Male_Hair_7_black,Skin1,Male_Face1,,,,Worthy Suit Jacket,Battered Black Jeans,Basic Black Gloves,Boosted Black Boots,NPC Belt,,,,,,,,,,,,,Decapitation,TRUE,Decapitation,TRUE,117,,VoBossDeathBigThug,,,,,TRUE,
,,,,,,,,,,,,Push,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun,Small_LowDamage,,Unarmored,,,,,,Valkyries,1,30,,,,,,,NPC_F_SleaveGirl,,,Female_Hair_1_blonde,female_skin1,Female_Face2,,,,NPC FEMALE Eastern Queen Shirt 02,,,Dawnbreak Sneakers,,,TRUE,,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,,,,,
Betty,Small_LowDamage,,Unarmored,,,,,,Valkyries,1,30,,,,,,,NPC_F_SleaveGirl,,,Female_Hair_5,female_skin3,Female_Face1,,,,NPC FEMALE Eastern Queen Shirt 01,,,Dawnbreak Sneakers,,,TRUE,,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,,,,,
TestBot,Boss_Default,,Mechanical,,,,TRUE,,Labycore,11,11,Fire Rocket,,Plans: Suspect Strap,,Regular Minigun,,NPC_Sentrybot,Idle,,,Spiderbot,,,,,,,,,,,,900,1100,4000,10000,3000,6000,1000,2000,50,120,ExploRobot,TRUE,ExploRobot,,110,HitEffect1,VoBossDeathMechanical,,,,,,
Master of Inspection,Mini_Boss_Default,,Unarmored,,,,TRUE,,Labycore,4,4,Grenade,,Plans: Master's Scarf,,Hello Sailor!,,NPC_M_Antiriot_Cop,,,,Labycorp_AntiRiot_Elite_Suit,,,,,,,,,,,,,,,,,,,,70,120,Decapitation,TRUE,Decapitation,TRUE,115,HitEffect1,VoBossDeathBigThug,,,,,,
Sheila,Mini_Boss_Default,,Unarmored,,,,TRUE,,Eastern Queens,1,30,,,,,Basic Minigun,,RogueFemale,,,Female_Hair_5_blonde,female_skin2,Female_Face3,,,Superfine Aviator Shades,NPC FEMALE Eastern Queen Shirt 02,NPC FEMALE Eastern Queen Pants 02,,NPC Female Eastern Queens Shoes 01,,,,400,1100,4000,10000,3000,6000,1000,2000,50,120,Decapitation,TRUE,Decapitation,TRUE,,HitEffect1,VoBossDeathBigWoman,,,,,,
Garmy,Big_HighDamage,,,,,,,,Resistance,1,30,,,,,Common Bat,,Tank,,,,Skin2,Male_Face6,,,,NPC Harbor Worker Blue Jacket,NPC MALE Docker Worker Pants 02,,Boosted Black Boots,,,,,,4000,10000,,,,,,,,,,,,,,,,,,,
Babydoll,Medium_HighDamage,,,,,,,,Valkyries,1,30,,,,,,,Dance_Girl,,,Female_Hair_4_black,female_skin1,Female_Face2,,,,,,,,,,,,,4000,10000,,,,,,,,,,,,,,,,,,,
Rosa Spanks,Small_HighDamage,,,,,,,,Valkyries,1,30,,,,,,,Dance_Girl,,,Female_Hair_5,female_skin2,Female_Face1,,,,NPC FEMALE Valkyeries Jacket 01,NPC FEMALE Valkyries Pants 01,,,,,,,,4000,10000,,,,,,,,,,,,,,,,,,,
Cheap Trixie,Medium_HighDamage,,,,,,,,Valkyries,1,30,,,,,,,Dance_Girl,,,Female_Hair_7_blonde,female_skin3,Female_Face2,,,,NPC FEMALE Valkyeries Jacket 01,,,,,,,,,4000,10000,,,,,,,,,,,,,,,,,,,
Misty Glitter,Big_LowDamage,,,,,,,,Valkyries,1,30,,,,,,,Dance_Girl,,,Female_Hair_8,female_skin1,Female_Face1,,,,,NPC FEMALE Valkyries Pants 01,,,,,,,,4000,10000,,,,,,,,,,,,,,,,,,,
Michael Shannon,Medium_HighDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Standard Assault Rifle,,Rogue,,,Male_Hair_5,Skin5,Male_Face4,Chin_Beard,,,Dawnbreak T-Shirt,Dawnbreak Jeans,,Standard Black Shoes,,Superfine Scarf,,,,4000,10000,,,,,,,,,,,,,,,,,,,
Slick Raider,Small_HighDamage,,Unarmored,,,,TRUE,,Raiders,1,30,,,,,Credible Knife,,Chef,,,NPC_Male_Hair_Mohawk,NPC Desert Hooligan skin1,Male_Face2,NPC Desert Hooligan mask1,,,,Dawnbreak Jeans,,Dawnbreak Shoes,NPC Desert Hooligans belt,,,,,4000,10000,,,,,50,75,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,TRUE,
Roided Raider,Big_HighDamage,,Unarmored,,,,TRUE,,Raiders,1,30,,,,,Victorious Bat,,NPC_Dualmelee,,,NPC_Male_Hair_Mohawk,NPC Desert Hooligan skin1,,NPC Desert Hooligan mask1,,,,Dawnbreak Jeans,NPC Desert Hooligans Gloves,NPC Male Hired Guns Shoes 01,NPC Desert Hooligans belt,,,,,4000,10000,,,,,50,75,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,TRUE,
Raider Scout,Medium_LowDamage,,Armored,,,,TRUE,,Raiders,1,30,,,,,SWAT Shotgun HO-30,,Rogue,,,,NPC Desert Hooligan skin2,,,,,Superfine Leather Vest,Superfine White Camo Pants,NPC Desert Hooligans Gloves,NPC Male Hired Guns Shoes 01,NPC Desert Hooligans belt,,,,,4000,10000,,,,,70,80,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Maude,Big_LowDamage,,Unarmored,,,,,,Inmate,1,30,,,,,,,RogueFemale,,,Female_Hair_8_black,female_skin1,Female_Face1,,,,Labycore Worker's Coat,Labycore Worker's Pants,,Dawnbreak Sneakers,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,,,,,
Communication Terminal,Small_HighDamage,,Mechanical,,,,,,Labycore,1,30,AI ShootElectric,,,,Warehousebot_Minigun,,NPC_AI,,,,AI,,,,,,,,,,,TRUE,,,4000,10000,6000,6000,1000,2000,75,100,,,,,,,,,,,,,
Milla Westblade,Big_LowDamage,,,,,,,,Resistance,2,30,,,,,,,RogueFemale,,,Female_Hair_1_black,female_skin1,Female_Face1,,,,Labycore Worker's Orange Jacket,Labycore Worker's Trousers,,NPC Female Valkyries Shoes 01,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Fear,Big_LowDamage,,,,,,,,Resistance,,,,,,,,,Tank,,,Male_Hair_6_black,Skin4,Male_Face5,Chin_Beard,,,Labycore Worker's Coat,Labycore Worker's Pants,,NPC Male Hooligans Shoes 01,,,,,,,,,,,,,,,,,,,,,,,,,,
Hernan Kirbo,Small_HighDamage,,,,,,,,13 Diablos,1,30,,,,,,,Junkie,,,Male_Hair_3,Skin3,Male_Face1,,,,NPC MALE 13 Diablos Jacket 01,NPC MALE 13 Diablos Pants 01,,NPC Male 13 Diablos Shoes 01,,,,,,,,,,,,,,,,,,,,,,,,,,
NOT_IN_USE3,Small_LowDamage,,Unarmored,,,,TRUE,,Resistance,8,8,,,,,,,Tank,,,,Skin3,Male_Face2,,,,Dawnbreak Shirt,Regular Stonewashed,,NPC Male Mad Dogs Shoes 01,NPC Belt,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Hologram Dancer,Big_LowDamage,,,,,,,,Valkyries,1,30,,,,,,,Dance_Girl,,,Hologram_dancer_hair,Hologram_dancer,Hologram_dancer_face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crafting Bot,Basic_Crafting_Bot,,Mechanical,,,,,,Crafting Bot,1,30,,,,,,,NPC_Companion_Bot,,,,Crafting Bot 1,,,,,,,,,,,,1200,1200,4000,10000,6000,6000,1000,2000,70,100,,,ExploRobotSmall,,100,,,,,,,,
Desert Hooligan 1,Big_HighDamage,,,,,,,,Raiders,,,,,,,,,Tank,,,NPC_Male_Hair_Mohawk,NPC Desert Hooligan skin1,,NPC Desert Hooligan mask1,,,,Dawnbreak Jeans,NPC Desert Hooligans Gloves,NPC Male Hired Guns Shoes 01,NPC Desert Hooligans belt,,,,,,,,,,,,,,,,,,,,,,,,,
Desert Hooligan 2,Big_HighDamage,,,,,,,,Raiders,,,,,,,Brutal Axe,,Chef,,,NPC_Male_Hair_Mohawk,NPC Desert Hooligan skin2,,,,,,Superfine White Camo Pants,NPC Desert Hooligans Gloves,NPC Male Hired Guns Shoes 01,NPC Desert Hooligans belt,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
The Champ,Mini_Boss_Default,,Armored,,,,TRUE,,Raiders,1,30,John Woo Attack,,,,Superfine Six-shooter,,DualPistol,,,,NPC Desert Hooligan skin1,,NPC Desert Hooligan mask1,,,,Dawnbreak Jeans,,Acute Boots,NPC Desert Hooligans belt,,,,,,,,,,,70,75,Decapitation,TRUE,Decapitation,TRUE,117,HitEffect1,VoBossDeathBigThug,,,,,TRUE,
,,,,,,,,,,,,Push,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronco,Small_LowDamage,,Unarmored,,,,,,Junkie,1,30,,,,,,,Junkie_Prisoner,,,Male_Hair_1,Skin1,Male_Face3,,,,,,,,,,TRUE,,,4000,10000,,,,,,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Leticia,Small_LowDamage,,Unarmored,,,,,,Junkie,1,30,,,,,,,NPC_F_Junkie,,,Female_Hair_5,female_skin2,Female_Face3,,,,,,,,,,TRUE,,,4000,10000,,,,,,75,DeathEffect1,,ExploMan,TRUE,95,HitEffect1,,,,,,,
El Guapo,Small_LowDamage,,Unarmored,,,,,,Junkie,1,30,,,,,,,Junkie_Prisoner,,,Male_Hair_3,Skin1,Male_Face3,,,,NPC MALE 13 Diablos Jacket 01,,,,,,TRUE,,,4000,10000,,,,,,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Ilona,Small_LowDamage,,Unarmored,,,,,,Refugee Girls,1,30,,,,,,,NPC_F_SleaveGirl,,,Female_Hair_1_black,female_skin3,Female_Face2,,,,Labycore Worker's Orange Jacket,,,Dawnbreak Sneakers,,,TRUE,,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,,,,,
Vivian,Small_LowDamage,,Unarmored,,,,,,Refugee Girls,1,30,,,,,,,NPC_F_SleaveGirl,,,Female_Hair_4_blonde,female_skin2,Female_Face2,,,,Labycore Worker's Orange Jacket,,,Dawnbreak Sneakers,,,TRUE,,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,,,,,
Olive,Small_LowDamage,,Unarmored,,,,,,Refugee Girls,1,30,,,,,,,NPC_F_SleaveGirl,,,Female_Hair_3_black,female_skin1,Female_Face2,,,,Labycore Worker's Orange Jacket,,,Dawnbreak Sneakers,,,TRUE,,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,,,,,
Tori,Small_LowDamage,,Unarmored,,,,,,Refugee Girls,1,30,,,,,,,NPC_F_SleaveGirl,,,Female_Hair_1_black,female_skin3,Female_Face2,,,,Labycore Worker's Orange Jacket,,,Dawnbreak Sneakers,,,TRUE,,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,,,,,
Katya,Small_LowDamage,,Unarmored,,,,,,Refugee Girls,1,30,,,,,,,NPC_F_SleaveGirl,,,Female_Hair_4_blonde,female_skin2,Female_Face2,,,,Labycore Worker's Orange Jacket,,,Dawnbreak Sneakers,,,TRUE,,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,,,,,
Kyra,Small_LowDamage,,Unarmored,,,,,,Refugee Girls,1,30,,,,,,,NPC_F_SleaveGirl,,,Female_Hair_3_black,female_skin1,Female_Face2,,,,Labycore Worker's Orange Jacket,,,Dawnbreak Sneakers,,,TRUE,,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,,,,,
Samatha,Medium_HighDamage,,,,,,,,Valkyries,1,30,,,,,DancePole,,Pole_Dance_Girl,,,Female_Hair_4_black,female_skin1,Female_Face2,,,,,,,,,,TRUE,,,4000,10000,,,,,,,,,,,,,,,,,,,
Don Diego,Small_LowDamage,,Unarmored,,,,,,13 Diablos,1,30,,,,,,,Rogue,,,Male_Hair_1,Skin1,Male_Face3,,,,NPC MALE 13 Diablos Jacket 01,NPC MALE 13 Diablos Pants 01,,NPC Male 13 Diablos Shoes 01,NPC Belt,,,500,750,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Jesse,Big_HighDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Barebones Bat,,Tank,,,Male_Hair_7_blonde,Skin3,Male_Face1,Beard_Long_Blonde,,Everyday Shutter Shades,Dawnbreak Shirt,Dawnbreak Jeans,,Dawnbreak Sneakers,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,DeathEffect1,,,TRUE,100,HitEffect1,,,,,,,
Scarface,Medium_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Corroded Knife,,Rogue,,,Male_Hair_5,Skin5,Male_Face8,Chin_Beard,,,Dawnbreak Shirt,Dawnbreak Trousers,,Dawnbreak Shoes,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,DeathEffect1,,,TRUE,100,HitEffect1,,,,,,,
Dillinger,Small_HighDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,Rogue,,,Male_Hair_4,Skin1,Male_Face4,,,,Dawnbreak T-Shirt,Dawnbreak Jeans,,Dawnbreak Sneakers,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,DeathEffect1,,,TRUE,100,HitEffect1,,,,,,,
Jorge the Driver,Big_HighDamage_Escort,,Armored,,,,,TRUE,13 Diablos,1,30,,,,,Standard Assault Rifle,Jesus,Tank,,,Male_Hair_5_black,Skin6,Male_Face1,,,,NPC MALE 13 Diablos Jacket 01,NPC MALE 13 Diablos Pants 01,,NPC Male 13 Diablos Shoes 01,,,,,,4000,10000,,,,,,,,,,,,,,,,,,,
Jesus,Medium_LowDamage,,Unarmored,,,,,TRUE,13 Diablos,1,30,,,,,Standard Assault Rifle,,Rogue,,,Male_Hair_2,Skin1,Male_Face3,,,,NPC MALE 13 Diablos Jacket 01,NPC MALE 13 Diablos Pants 01,,NPC Male 13 Diablos Shoes 01,,,,,,4000,10000,,,,,,,,,,,,,,,,,,,
Zodiac,Small_HighDamage,,Unarmored,,,,,TRUE,Resistance,1,30,Grenade,,,,Crazy Minigun,,Rogue,,,Male_Hair_4_black,Skin4,Male_Face3,,Everyday Cap,,Dawnbreak Shirt,Dawnbreak Jeans,,Dawnbreak Sneakers,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,DeathEffect1,,,,100,HitEffect1,,,,,,,
Mack,Medium_HighDamage,,Unarmored,,,,,TRUE,Resistance,1,30,Molotov Cocktail,,,,Crude Jungle Knife,,Tank,,,Male_Hair_8,Skin4,Male_Face3,,,Fine Aviator Shades,Dawnbreak T-Shirt,Dawnbreak Jeans,Average Black Gloves,Dawnbreak Sneakers,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,DeathEffect1,,,,100,HitEffect1,,,,,,,
Android Guardian T-006,Player_Tank,Bodyguard,Mechanical,,,TRUE,,,Mercenary,6,8,Slammer,,,,Labytech LK-06,,TankFemale,,Sleep,Hologram_dancer_hair,Android01_Skin,Android01_Face,,Radical Cap,Outstanding Aviator Shades,Greater Vest,Greater White Pants,Awesome Rider Gloves,Greater Boots,Greater Snake Leather Belt,Marvelous Headscarf,,1200,1200,,0,6000,10000,1000,2000,,120,DeathEffect1,,,,110,HitEffect1,,,,,,,
,,,,,,,,,,,,Short Stun Grenade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Android Hunter T-008,Player_Damage,Hunter,Mechanical,,,TRUE,,,Mercenary,8,10,Quick Shot,,,,SWAT Shotgun HO-08,,RogueFemale,,Sleep,Hologram_dancer_hair,Android01_Skin,Android01_Face,,,Jagged Shades,Excellent Leather Vest,Outstanding White Pants,High Power Rider Gloves,Singular Shoes,First Class Snake Leather Belt,Greater Necklace,,1200,1200,,0,6000,10000,1000,2000,,120,DeathEffect1,,,,110,HitEffect1,,,,,,,
,,,,,,,,,,,,Short Stun Grenade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Android Medic T-010,Player_Healer,Doctor,Mechanical,,,TRUE,,,Mercenary,10,12,Short Stun Grenade,,,,Next-Gen Sniper: LTDC-10,,RogueFemale,,Sleep,Hologram_dancer_hair,Android01_Skin,Android01_Face,,Usual Nurse Hat,Excellent Aviator Shades,Healing Scrubs of Epic,Tough Pants,First Class Biker Gloves,Exquisite Boots,Jagged Black Belt,Superfine Bandana,,1200,1200,,0,6000,10000,1000,2000,,120,DeathEffect1,,,,110,HitEffect1,,,,,,,
Android Guardian T-012,Player_Tank,Bodyguard,Mechanical,,,TRUE,,,Mercenary,12,14,Taunt,,,,Hi-Tech Scythe X-13,,TankFemale,,Sleep,Hologram_dancer_hair,Android01_Skin,Android01_Face,,,Stealth Fantom Goggles,Awesome Dark Trench Coat,High-Power Branded Jeans,Superfine Dark Gloves,Exquisite Sneakers,First Class Leather Belt,Singular Necklace,,1200,1200,,0,6000,10000,1000,2000,,120,DeathEffect1,,,,110,HitEffect1,,,,,,,
,,,,,,,,,,,,Stun Grenade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Android Medic T-014,Player_Healer,Doctor,Mechanical,,,TRUE,,,Mercenary,14,17,Stun Grenade,,,,Next-Gen Sniper: LTDC-05,,RogueFemale,,Sleep,Hologram_dancer_hair,Android01_Skin,Android01_Face,,Usual Nurse Hat,Underhouse Shades,Healing Scrubs of Epic,Superfine Branded Jeans,Greater Black Gloves,Exquisite Shoes,Excellent Snake Leather Belt,Exquisite Necklace,,1200,1200,,0,6000,10000,1000,2000,,120,DeathEffect1,,,,110,HitEffect1,,,,,,,
Android Hunter T-016,Player_Damage,Hunter,Mechanical,,,TRUE,,,Mercenary,16,19,Quick Shot,,,,Daredevil's Assault Rifle,,RogueFemale,,Sleep,Hologram_dancer_hair,Android01_Skin,Android01_Face,,High Power Ski Mask,Smart Specs,Singular Vest,First-Class Studded Pants,Excellent Biker Gloves,Exquisite Shoes,High Power Studded Bold Belt,Marvelous Bandana,,1200,1200,,0,6000,10000,1000,2000,,120,DeathEffect1,,,,110,HitEffect1,,,,,,,
,,,,,,,,,,,,Stun Grenade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Android Guardian T-018,Player_Tank,Bodyguard,Mechanical,,,TRUE,,,Mercenary,18,21,Slammer,,,,Hi-Tech Scythe X-16,,TankFemale,,Sleep,Hologram_dancer_hair,Android01_Skin,Android01_Face,,,Goggles,Awesome Dark Trench Coat,Singular Studded Pants,Marvelous Dark Gloves,Marvelous Boots,Radical Snake Leather Belt,Awesome Bandana,,1200,1200,,0,6000,10000,1000,2000,,120,DeathEffect1,,,,110,HitEffect1,,,,,,,
,,,,,,,,,,,,Stun Grenade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Android Hunter T-020,Player_Damage,Hunter,Mechanical,,,TRUE,,,Mercenary,20,23,Quick Shot,,,,Crymaker's Assault Rifle,,RogueFemale,,Sleep,Hologram_dancer_hair,Android01_Skin,Android01_Face,,Jagged Ski Mask,Awesome Shutter Shades,Superfine Protective Vest,Excellent Studded Pants,Marvelous Biker Gloves,Wacky Shoes,First-Class Belt with Silver Buckle,Greater Bandana,,1200,1200,,0,6000,10000,1000,2000,,120,DeathEffect1,,,,110,HitEffect1,,,,,,,
,,,,,,,,,,,,Stun Grenade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrox,Boss_Tier2,,Armored,,,,TRUE,,Mutants,1,30,Pyrox Fire,,Plans: Street Wise Protector,,High-Power Cleaver,,Mutant,,Sleep,,NPC Mutant skin4,,,,,,NPC Mutant Pants 2,,NPC Mutant Shoes 2,,,,,,4000,10000,6000,10000,1000,2000,50,70,DeathEffect1,,ExploMan,TRUE,140,HitEffect1,VoMutantDeath,,,,VoMutantAttack,,
,,,,,,,,,,,,Enrage,,Plans: Worthy Thick Pants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Rage Explosion,,Plans: Cool Visors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Singjay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Steppa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Drango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lava Ant,Boss_Tier3,,Unarmored,,,,TRUE,,Neutral,30,30,Lava Squirt,,Plans: Good Wrap,,,,NPC_Ant,,,,NPC Ant skin 2,,,,,,,,,,,,,,4000,10000,6000,6000,1000,2000,70,100,Decapitation,TRUE,Decapitation,TRUE,145,HitEffect1,VoQueenAntDeath,,,,VoQueenAntAlert,,
,,,,,,,,,,,,,,Plans: Worthy Visors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Singular Walkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
