Name,NPCItem,PlaceableInEditor,RequiredLevel,Rarity,Tier,Icon,EquipmentClass,ClothClass,Enhancement,Texture,FemaleTexture,LootDisabled,PostToSocialNetworks
Street Wise Black Trousers,,,25,Uncommon,,21,Black Trousers,Small,,graphics/3d/character/pants/suit_trousers_03_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Worthy Black Trousers,,,26,Uncommon,,21,Black Trousers,Small,,graphics/3d/character/pants/suit_trousers_03_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Boosted Black Trousers,,,20,Uncommon,,21,Black Trousers,Small,,graphics/3d/character/pants/suit_trousers_03_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Acute Black Trousers,,,28,Uncommon,,21,Black Trousers,Small,,graphics/3d/character/pants/suit_trousers_03_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Genuine Black Trousers,,,29,Uncommon,,21,Black Trousers,Small,,graphics/3d/character/pants/suit_trousers_03_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Special Black Trousers,,,30,Uncommon,,21,Black Trousers,Small,,graphics/3d/character/pants/suit_trousers_03_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Great Dark Trousers,,,15,Uncommon,,21,Dark Trousers,Large,,graphics/3d/character/pants/suit_trousers_04_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Cool Dark Trousers,,,16,Uncommon,,21,Dark Trousers,Large,,graphics/3d/character/pants/suit_trousers_04_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Good Dark Trousers,,,17,Uncommon,,21,Dark Trousers,Large,,graphics/3d/character/pants/suit_trousers_04_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Fine Dark Trousers,,,18,Uncommon,,21,Dark Trousers,Large,,graphics/3d/character/pants/suit_trousers_04_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Credible Dark Trousers,,,19,Uncommon,,21,Dark Trousers,Large,,graphics/3d/character/pants/suit_trousers_04_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Street Wise Dark Trousers,,,20,Uncommon,,21,Dark Trousers,Large,,graphics/3d/character/pants/suit_trousers_04_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Worthy Dark Trousers,,,15,Uncommon,,21,Dark Trousers,Small,,graphics/3d/character/pants/suit_trousers_04_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Boosted Dark Trousers,,,16,Uncommon,,21,Dark Trousers,Small,,graphics/3d/character/pants/suit_trousers_04_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Acute Dark Trousers,,,17,Uncommon,,21,Dark Trousers,Small,,graphics/3d/character/pants/suit_trousers_04_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Genuine Dark Trousers,,,18,Uncommon,,21,Dark Trousers,Small,,graphics/3d/character/pants/suit_trousers_04_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Special Dark Trousers,,,19,Uncommon,,21,Dark Trousers,Small,,graphics/3d/character/pants/suit_trousers_04_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Elegant Dark Trousers,,,20,Uncommon,,21,Dark Trousers,Small,,graphics/3d/character/pants/suit_trousers_04_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Cool Voodoo Jeans,,,30,Uncommon,,30,Black Jeans,Small,,graphics/3d/character/pants/jeans_black_02_m.png,graphics/3d/character/pants/jeans_black_02_f.png,TRUE,TRUE
Great Voodoo Jeans,,,30,Uncommon,,30,Black Jeans,Large,,graphics/3d/character/pants/jeans_black_02_m.png,graphics/3d/character/pants/jeans_black_02_f.png,TRUE,TRUE
NPC Chef Trousers,true,,1,Uncommon,,21,Striped Trousers,Large,,graphics/3d/character/pants/suit_trousers_01_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,
Labycore Worker's Trousers,,TRUE,1,Poor,,16,Orange Pants,Large,,graphics/3d/character/pants/orange_jail_pants_m.png,graphics/3d/character/pants/orange_jail_pants_f.png,TRUE,
Labycore Worker's Pants,,TRUE,1,Poor,,16,Orange Pants,Small,,graphics/3d/character/pants/orange_jail_pants_m.png,graphics/3d/character/pants/orange_jail_pants_f.png,TRUE,
NPC MALE Prison Warder Pants,true,,1,Poor,,16,Pants,Large,,graphics/3d/character/labycorp_textures/npc_security_guard_pants.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,
Agile Tanker Trousers,,,8,Uncommon,,24,Black Jeans,Small,,graphics/3d/character/pants/jeans_black_02_m.png,graphics/3d/character/pants/jeans_black_02_f.png,TRUE,TRUE
Stiff Tanker Trousers,,,8,Uncommon,,24,Black Jeans,Large,,graphics/3d/character/pants/jeans_black_02_m.png,graphics/3d/character/pants/jeans_black_02_f.png,TRUE,TRUE
Mighty Pants of Awesomeness,,,1,Poor,,21,Pants,Large,,graphics/3d/character/pants/bodyguard_pants_m.png,graphics/3d/character/pants/bodyguard_pants_f.png,TRUE,
Reviving Scrubs of Epic,,,1,Poor,,21,Pants,Small,,graphics/3d/character/pants/doctor_pants_m.png,graphics/3d/character/pants/doctor_pants_f.png,TRUE,
Fluffy Pants of Legendary,,,1,Poor,,21,Pants,Small,,graphics/3d/character/pants/hunter_pants_m.png,graphics/3d/character/pants/hunter_pants_f.png,TRUE,
Superior Pants,,,10,Rare,,21,Custom Pants,Large,of the Predator,graphics/3d/character/pants/pants_army_02_m.png,graphics/3d/character/pants/bodyguard_pants_f.png,TRUE,TRUE
Wacky Pants,,,30,Rare,4,21,Custom Pants,Large,of the Predator,graphics/3d/character/pants/pants_army_02_m.png,graphics/3d/character/pants/bodyguard_pants_f.png,TRUE,TRUE
Tough Pants,,,10,Rare,,21,Custom Pants,Small,of the Crymaker,graphics/3d/character/pants/pants_army_02_m.png,graphics/3d/character/pants/bodyguard_pants_f.png,TRUE,TRUE
Radical Pants,,,30,Rare,4,21,Custom Pants,Small,of the Crymaker,graphics/3d/character/pants/pants_army_02_m.png,graphics/3d/character/pants/bodyguard_pants_f.png,TRUE,TRUE
NPC Mutant Pants,,,1,Poor,,16,Pants,Large,,graphics/3d/character/labycorp_textures/mutant_pants_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,
NPC Mutant Pants 2,,,1,Poor,,16,Pants,Large,,graphics/3d/character/labycorp_textures/mutant_pants2_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,
Slavemaster Pants,,,30,Epic,,21,Pants,Small,,graphics/3d/character/pants/hunter_pants_m.png,graphics/3d/character/pants/hunter_pants_f.png,TRUE,
Slavemaster Trousers,,,30,Epic,,21,Pants,Large,,graphics/3d/character/pants/hunter_pants_m.png,graphics/3d/character/pants/hunter_pants_f.png,TRUE,
Bodybreaker's Trousers,,,30,Epic,,24,Black Jeans,Large,of the Judgment,graphics/3d/character/pants/jeans_black_02_m.png,graphics/3d/character/pants/jeans_black_02_f.png,TRUE,TRUE
Manhunter's Trousers,,,30,Epic,,21,Branded Jeans,Small,of the Ambusher,graphics/3d/character/pants/jeans_black_03_m.png,graphics/3d/character/pants/jeans_black_03_f.png,TRUE,TRUE
Surgeon's Trousers,,,30,Epic,,6,White Pants,Small,of the Crymaker,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/pants_white_02_f.png,TRUE,TRUE
Worked Jeans,,,3,Common,,1,Denim Jeans,Large,,graphics/3d/character/pants/jeans_stone_washed_01_m.png,graphics/3d/character/pants/jeans_stone_washed_01_f.png,TRUE,
Refugee Jeans,,,3,Common,,1,Denim Jeans,Small,,graphics/3d/character/pants/jeans_stone_washed_01_m.png,graphics/3d/character/pants/jeans_stone_washed_01_f.png,TRUE,
Soaked Jeans,,,3,Common,,1,Denim Jeans,Small,,graphics/3d/character/pants/jeans_stone_washed_01_m.png,graphics/3d/character/pants/jeans_stone_washed_01_f.png,TRUE,
Tank Hunter's Pants,,,8,Uncommon,,6,Butcher's Pants,Large,,graphics/3d/character/pants/pants_white_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,
Tankbuster Pants,,,8,Uncommon,,6,Butcher's Pants,Small,,graphics/3d/character/pants/pants_white_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,
Tank Captain's Pants,,,8,Uncommon,,6,Butcher's Pants,Small,,graphics/3d/character/pants/pants_white_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,
Desperado's Trousers,,,15,Uncommon,,11,Brown Jeans,Large,,graphics/3d/character/pants/jeans_brown_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Cowboy Jeans,,,15,Uncommon,,11,Brown Jeans,Small,,graphics/3d/character/pants/jeans_brown_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Treasure Hunter's Jeans,,,15,Uncommon,,11,Brown Jeans,Small,,graphics/3d/character/pants/jeans_brown_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Freedom Fighter's Pants,,,20,Uncommon,,21,Camo Pants,Large,,graphics/3d/character/pants/pants_army_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Saboteur's Camo Pants,,,20,Uncommon,,21,Camo Pants,Small,,graphics/3d/character/pants/pants_army_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Specialist's Camo Pants,,,20,Uncommon,,21,Camo Pants,Small,,graphics/3d/character/pants/pants_army_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Stiff Trousers,,,22,Uncommon,,24,Black Jeans,Large,,graphics/3d/character/pants/jeans_black_02_m.png,graphics/3d/character/pants/jeans_black_02_f.png,TRUE,TRUE
Rebel's Trousers,,,22,Uncommon,,24,Black Jeans,Small,,graphics/3d/character/pants/jeans_black_02_m.png,graphics/3d/character/pants/jeans_black_02_f.png,TRUE,TRUE
Queen Killer's Trousers,,,22,Uncommon,,24,Black Jeans,Small,,graphics/3d/character/pants/jeans_black_02_m.png,graphics/3d/character/pants/jeans_black_02_f.png,TRUE,TRUE
Mutagen-Stained Pants,,,20,Rare,,6,White Pants,Large,of the Thug,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/pants_white_02_f.png,TRUE,TRUE
Riot Pants,,,30,Rare,,21,Custom Pants,Large,of the Judgment,graphics/3d/character/pants/pants_army_02_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Riot Trousers,,,30,Rare,,21,Custom Pants,Small,of the Crymaker,graphics/3d/character/pants/pants_army_02_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Gangsta's Dark Trousers,,,1,Epic,2,21,Dark Trousers,Small,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/npc_valkyries_pants_02.png,TRUE,TRUE
Criminal's Dark Trousers,,,3,Epic,2,21,Dark Trousers,Small,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/npc_valkyries_pants_02.png,TRUE,TRUE
Ruffian's Dark Trousers,,,6,Epic,2,21,Dark Trousers,Small,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/npc_valkyries_pants_02.png,TRUE,TRUE
Thug's Dark Trousers,,,9,Epic,2,21,Dark Trousers,Small,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/npc_valkyries_pants_02.png,TRUE,TRUE
Lawbreaker's Dark Trousers,,,12,Epic,2,21,Dark Trousers,Small,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/npc_valkyries_pants_02.png,TRUE,TRUE
Offender's Dark Trousers,,,14,Epic,2,21,Dark Trousers,Small,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/npc_valkyries_pants_02.png,TRUE,TRUE
Hitman's Dark Trousers,,,16,Epic,2,21,Dark Trousers,Small,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/npc_valkyries_pants_02.png,TRUE,TRUE
Lunatic's Dark Trousers,,,18,Epic,2,21,Dark Trousers,Small,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/npc_valkyries_pants_02.png,TRUE,TRUE
Cleaner's Dark Trousers,,,20,Epic,2,21,Dark Trousers,Small,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/npc_valkyries_pants_02.png,TRUE,TRUE
Devastator's Dark Trousers,,,22,Epic,2,21,Dark Trousers,Small,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/npc_valkyries_pants_02.png,TRUE,TRUE
Interrogator's Dark Trousers,,,24,Epic,2,21,Dark Trousers,Small,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/npc_valkyries_pants_02.png,TRUE,TRUE
Torture's Dark Trousers,,,26,Epic,2,21,Dark Trousers,Small,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/npc_valkyries_pants_02.png,TRUE,TRUE
Troublemaker's Dark Trousers,,,28,Epic,2,21,Dark Trousers,Small,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/npc_valkyries_pants_02.png,TRUE,TRUE
Hustla's Dark Trousers,,,30,Epic,2,21,Dark Trousers,Small,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/npc_valkyries_pants_02.png,TRUE,TRUE
Destroyer's Custom Pants,,,1,Epic,2,21,Custom Pants,Large,,graphics/3d/character/pants/pants_army_02_m.png,graphics/3d/character/pants/bodyguard_pants_f.png,TRUE,TRUE
Killer's Custom Pants,,,3,Epic,2,21,Custom Pants,Large,,graphics/3d/character/pants/pants_army_02_m.png,graphics/3d/character/pants/bodyguard_pants_f.png,TRUE,TRUE
Psycho's Custom Pants,,,6,Epic,2,21,Custom Pants,Large,,graphics/3d/character/pants/pants_army_02_m.png,graphics/3d/character/pants/bodyguard_pants_f.png,TRUE,TRUE
Hannibal's Custom Pants,,,9,Epic,2,21,Custom Pants,Large,,graphics/3d/character/pants/pants_army_02_m.png,graphics/3d/character/pants/bodyguard_pants_f.png,TRUE,TRUE
Damn Nice Custom Pants,,,12,Epic,2,21,Custom Pants,Large,,graphics/3d/character/pants/pants_army_02_m.png,graphics/3d/character/pants/bodyguard_pants_f.png,TRUE,TRUE
Helluva Custom Pants,,,14,Epic,2,21,Custom Pants,Large,,graphics/3d/character/pants/pants_army_02_m.png,graphics/3d/character/pants/bodyguard_pants_f.png,TRUE,TRUE
Insane Custom Pants,,,16,Epic,2,21,Custom Pants,Large,,graphics/3d/character/pants/pants_army_02_m.png,graphics/3d/character/pants/bodyguard_pants_f.png,TRUE,TRUE
Badass Custom Pants,,,18,Epic,2,21,Custom Pants,Large,,graphics/3d/character/pants/pants_army_02_m.png,graphics/3d/character/pants/bodyguard_pants_f.png,TRUE,TRUE
Incredible Custom Pants,,,20,Epic,2,21,Custom Pants,Large,,graphics/3d/character/pants/pants_army_02_m.png,graphics/3d/character/pants/bodyguard_pants_f.png,TRUE,TRUE
Stellar Custom Pants,,,22,Epic,2,21,Custom Pants,Large,,graphics/3d/character/pants/pants_army_02_m.png,graphics/3d/character/pants/bodyguard_pants_f.png,TRUE,TRUE
Kick-ass Custom Pants,,,24,Epic,2,21,Custom Pants,Large,,graphics/3d/character/pants/pants_army_02_m.png,graphics/3d/character/pants/bodyguard_pants_f.png,TRUE,TRUE
Relentless Custom Pants,,,26,Epic,2,21,Custom Pants,Large,,graphics/3d/character/pants/pants_army_02_m.png,graphics/3d/character/pants/bodyguard_pants_f.png,TRUE,TRUE
Rebel's Custom Pants,,,28,Epic,2,21,Custom Pants,Large,,graphics/3d/character/pants/pants_army_02_m.png,graphics/3d/character/pants/bodyguard_pants_f.png,TRUE,TRUE
Gangsta's Custom Pants,,,30,Epic,2,21,Custom Pants,Large,,graphics/3d/character/pants/pants_army_02_m.png,graphics/3d/character/pants/bodyguard_pants_f.png,TRUE,TRUE
