Tank
,Info
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,Idle,Idle1,,,,,,,,,,,,
,,,MakeNoise,,,,,,,,,,,,
,,AutoAttackHits,Shield_Attack_A,,,,,,,,,,,,
,,,Shield_Attack_B,,,,,,,,,,,,
,,PushBack,Die1,,,,,,,,,,,,
,,Die,Die1,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
,,,Die3,,,,,,,,,,,,
,,Throw,Throw,,,,,,,,,,,,
,,,ThrowSide,,,,,,,,,,,,
Chef
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,,,,
,,graphics/3d/character/npc_m_chef.SUP,graphics/shadow.swf,Shadow,-45,-90,90,115,,Male,20,,,,
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle,,,,0,,,,30,,,,,
,,Taunt,,,,0,0,15,,30,,,,,
,,Push,,,,0,0,12,,20,,,,,
,,TwoKnives_AttackA,,,,0,0,7,14,20,MeleeSharpSwing,,,,
,,TwoKnives_AttackB,,,,0,0,13,17,20,MeleeSharpSwing,,,,
,,Stunned,,,,0,,,,48,,,,,
,,Walk,,,,0,,1,11,20,,,,,
,,Run,,,,0,,1,8,18,,,,,
,,Melee01,,true,true,11,,15,,25,MeleeSharpSwing,,,,
,,Melee02,,true,true,11,,15,,25,MeleeSharpSwing,,,,
,,Melee03,,true,true,10,,13,,25,MeleeSharpSwing,,,,
,,Melee04,,true,true,10,,13,,25,MeleeSharpSwing,,,,
,,Melee05,,true,true,11,,13,,25,MeleeSharpSwing,,,,
,,Die1,,,,,,10,,11,,,,,
,,Die2,,,,,,15,,15,,,,,
,,GetUp,,,,,,0,,19,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,AutoAttackHits,TwoKnives_AttackA,,,,,,,,,,,,
,,,TwoKnives_AttackB,,,,,,,,,,,,
,,,Melee03,,,,,,,,,,,,
,,,Melee04,,,,,,,,,,,,
,,,Melee05,,,,,,,,,,,,
,,PushBack,Die1,,,,,,,,,,,,
,,Die,Die1,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
NPC_Dualmelee
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,,,,
,,graphics/3d/character/npc_m_dualmelee.SUP,graphics/shadow.swf,Shadow,-45,-90,90,115,,Male,20,,,,
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle,,,,0,,,,40,,,,,
,,Taunt,,,,0,0,15,,30,,,,,
,,Push,,,,0,0,12,,20,,,,,
,,TwoKnives_AttackA,,,,0,0,7,14,20,,,,,
,,TwoKnives_AttackB,,,,0,0,13,17,20,,,,,
,,Stunned,,,,0,,,,48,,,,,
,,Walk,,,,0,,1,11,20,,,,,
,,Run,,,,0,,1,8,18,,,,,
,,Melee01,,true,true,11,,15,,25,MeleeSharpSwing,,,,
,,Melee02,,true,true,11,,15,,25,MeleeSharpSwing,,,,
,,Melee03,,true,true,10,,13,,25,MeleeSharpSwing,,,,
,,Melee04,,true,true,10,,13,,25,MeleeSharpSwing,,,,
,,Melee05,,true,true,11,,13,,25,MeleeSharpSwing,,,,
,,Die1,,,,0,,10,,11,,,,,
,,GetUp,,,,0,,0,,19,,,,,
,,Die3,,,,0,,20,,21,,,,,
,,Die4,,,,0,,23,,24,,,,,
,,Die5,,,,0,,22,,23,,,,,
,,Deception,,true,true,13,,18,,32,MeleeSharpSwing,,,,
,,Megastrike1,,true,true,18,,23,,39,MeleeSharpSwing,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,AutoAttackHits,TwoKnives_AttackA,,,,,,,,,,,,
,,,TwoKnives_AttackB,,,,,,,,,,,,
,,,Melee03,,,,,,,,,,,,
,,,Melee04,,,,,,,,,,,,
,,,Melee05,,,,,,,,,,,,
,,PushBack,Die1,,,,,,,,,,,,
,,Die,Die1,,,,,,,,,,,,
,,,Die3,,,,,,,,,,,,
,,,Die4,,,,,,,,,,,,
,,,Die5,,,,,,,,,,,,
NPC_Sentrybot
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,DamageSound,DeathSound,GreetingsSound,MoveSound,HostileSound
,,graphics/3d/character/npc_sentrybot.SUP,graphics/shadow.swf,Shadow,-70,-140,140,170,,Robot,20,ImpactMetal,RobotHeavyDeath,VoRobotGreetings,RobotHeavyMove,VoRobotHostile
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Activate,,,,4,,,,26,RobotHeavyServo,,,,
,,Idle,,,,25,,,,60,RobotHeavyServo,,,,
,,Walk,,,,8,,1,16,30,,,,,
,,SentrybotAttack01,,true,true,3,6,8,,20,,,,,
,,RocketAttack,,true,true,0,11,13,,25,,,,,
,,SentrybotMelee01,,,true,10,,15,,25,RobotHeavyServo,,,,
,,Die1_Pushback,,,,1,,13,,14,,,,,
,,GetUp,,,,8,,,,19,RobotHeavyServo,,,,
,,Die2,,,,6,,23,,32,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,AutoAttackMiniGun,SentrybotAttack01,,,,,,,,,,,,
,,AutoAttackHits,SentrybotMelee01,,,,,,,,,,,,
,,AutoAttackUnarmed,SentrybotMelee01,,,,,,,,,,,,
,,GetUp,GetUp,,,,,,,,,,,,
,,Stunned,Idle,,,,,,,,,,,,
,,PushBack,Die1_Pushback,,,,,,,,,,,,
,,Die,Die1_Pushback,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
NPC_Spiderbot
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,DamageSound,DeathSound,GreetingsSound,MoveSound,HostileSound
,,graphics/3d/character/npc_spiderbot.SUP,graphics/shadow.swf,Shadow,-75,-120,150,170,,Robot,20,ImpactMetal,RobotDeathGeneric,VoRobotGreetings,RobotMediumMove,VoRobotHostile
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle,,,,25,,,,60,RobotMediumServo,,,,
,,Walk,,,,,,1,11,20,,,,,
,,SpiderbotAttack01,,true,true,1,7,7,,20,,,,,
,,RocketAttack,,true,true,6,12,13,,25,,,,,
,,SpiderbotMelee01,,,true,5,,13,,25,RobotMediumServo,,,,
,,Die1_Pushback,,,,0,,9,,13,,,,,
,,GetUp,,,,6,,2,,15,RobotMediumServo,,,,
,,Die2,,,,0,,14,,16,,,,,
,,Turned_Off,,,,0,,,,10,,,,,
,,Taunt,,,,0,0,60,,70,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,AutoAttackMiniGun,SpiderbotAttack01,,,,,,,,,,,,
,,AutoAttackHits,SpiderbotMelee01,,,,,,,,,,,,
,,GetUp,GetUp,,,,,,,,,,,,
,,Stunned,Idle,,,,,,,,,,,,
,,PushBack,Die1_Pushback,,,,,,,,,,,,
,,Die,Die1_Pushback,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
NPC_Turret_Gun
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,DamageSound,DeathSound,GreetingsSound,MoveSound,HostileSound
,,graphics/3d/character/npc_turret_gun.SUP,graphics/shadow.swf,Shadow,-70,-80,140,130,,Robot,20,ImpactMetal,RobotTurretDeath,VoRobotGreetings,,RobotMediumServo
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle,,,,,,,,80,,,,,
,,Walk,,,,,,,,80,,,,,
,,Activate,,,,0,,,,20,RobotMediumServo,,,,
,,BotAttack01,,true,true,,7,9,,20,,,,,
,,Die,,,true,,,,,20,,,,,
,,GetUp,,,true,0,,,,20,RobotMediumServo,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,AutoAttackMiniGun,BotAttack01,,,,,,,,,,,,
,,GetUp,GetUp,,,,,,,,,,,,
,,Stunned,Idle,,,,,,,,,,,,
,,PushBack,Die,,,,,,,,,,,,
NPC_Weldingbot
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,DamageSound,DeathSound,GreetingsSound,MoveSound,HostileSound
,,graphics/3d/character/npc_weldingbot.SUP,graphics/shadow.swf,Shadow,-70,-120,140,170,,Robot,20,ImpactMetal,RobotDeathGeneric,VoRobotGreetings,RobotCaterpillarMove,VoRobotHostile
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle,,,,32,,,,80,RobotMediumServo,,,,
,,IndustrialBotAttack01,,true,true,0,9,11,,20,RobotMediumServo,,,,
,,IndustrialBotAttack02,,true,true,0,9,11,,20,RobotMediumServo,,,,
,,IndustrialBotAttack03,,true,true,0,10,12,,20,RobotMediumServo,,,,
,,IndustrialBotAttack04,,true,true,1,8,10,,20,RobotMediumServo,,,,
,,IndustrialBotAttack05,,true,true,3,9,10,,20,RobotMediumServo,,,,
,,Die1,,,,0,,25,,25,,,,,
,,Die2,,,,0,,12,,13,,,,,
,,Walk,,,,,,,,20,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,AutoAttackMiniGun,IndustrialBotAttack01,,,,,,,,,,,,
,,,IndustrialBotAttack02,,,,,,,,,,,,
,,,IndustrialBotAttack03,,,,,,,,,,,,
,,,IndustrialBotAttack04,,,,,,,,,,,,
,,,IndustrialBotAttack05,,,,,,,,,,,,
,,GetUp,Idle,,,,,,,,,,,,
,,Stunned,Idle,,,,,,,,,,,,
,,Die,Die1,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
,,PushBack,Die1,,,,,,,,,,,,
NPC_Robotank
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,DamageSound,DeathSound,GreetingsSound,MoveSound,HostileSound
,,graphics/3d/character/npc_robotank.SUP,graphics/shadow.swf,Shadow,-70,-120,140,170,,Robot,20,ImpactMetal,RobotCaterpillarDeath,VoRobotGreetings,RobotCaterpillarMove,VoRobotHostile
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,ReadyGun,,,,4,,,,25,RobotMediumServo,,,,
,,HideGun,,,,1,,,,25,RobotMediumServo,,,,
,,IdleNoGun,,,,0,,,,1,,,,,
,,Idle,,,,0,,,,30,RobotMediumServo,,,,
,,RoboTankAttack01,,true,true,6,9,11,,20,RobotMediumServo,,,,
,,RoboTankAttack02,,true,true,2,9,11,,20,RobotMediumServo,,,,
,,RoboTankAttack03,,true,true,1,10,11,,20,RobotMediumServo,,,,
,,PushBack,,,,0,,,,8,,,,,
,,GetUp,,,,1,,,,10,RobotMediumServo,,,,
,,WalkNoGun,,,,0,,,,20,,,,,
,,Walk,,,,0,,,,20,,,,,
,,Die1,,,,0,,15,,20,,,,,
,,Die2,,,,0,,15,,20,,,,,
,,Die3,,,,0,,15,,20,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,AutoAttackMiniGun,RoboTankAttack01,,,,,,,,,,,,
,,,RoboTankAttack02,,,,,,,,,,,,
,,,RoboTankAttack03,,,,,,,,,,,,
,,Stunned,Idle,,,,,,,,,,,,
,,Die,Die1,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
,,,Die3,,,,,,,,,,,,
NPC_Warehousebot
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,DamageSound,DeathSound,GreetingsSound,MoveSound,HostileSound
,,graphics/3d/character/npc_warehousebot.SUP,graphics/shadow.swf,Shadow,-50,-60,100,90,,Robot,20,ImpactMetal,RobotDeathGeneric,,LoadingRobotMovement,VoRobotHostile
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle,,,,0,,,,90,RobotMediumServo,,,,
,,Walk,,,,,,,,60,,,,,
,,WarehousebotAttack01,,true,true,8,12,13,,25,,,,,
,,WarehousebotAttack02,,true,true,8,12,13,,24,,,,,
,,WarehousebotTwirler,,,true,8,,12,,32,,,,,
,,Die1_Pushback,,,,0,,9,,10,,,,,
,,GetUp,,,,0,,3,,10,RobotMediumServo,,,,
,,Die2,,,,0,,14,,14,,,,,
,,Die3,,,,0,,14,,14,,,,,
,,Die4,,,,0,,20,,20,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,AutoAttackMiniGun,WarehousebotAttack01,,,,,,,,,,,,
,,,WarehousebotAttack02,,,,,,,,,,,,
,,WarehousebotAttack,WarehousebotAttack01,,,,,,,,,,,,
,,AutoAttackUnarmed,WarehousebotAttack02,,,,,,,,,,,,
,,Stunned,Idle,,,,,,,,,,,,
,,PushBack,Die1_Pushback,,,,,,,,,,,,
,,Die,Die1_Pushback,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
,,,Die3,,,,,,,,,,,,
,,,Die4,,,,,,,,,,,,
NPC_AI
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,DamageSound,DeathSound,GreetingsSound,MoveSound,HostileSound
,,graphics/3d/character/npc_ai.SUP,graphics/shadow.swf,Shadow,-45,-90,90,115,,Robot,20,ImpactMetal,RobotMediumDeath,VoRobotGreetings,RobotMediumMove,VoRobotHostile
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle1,,,,0,,,,140,,,,,
,,Idle2,,,,0,,,,140,,,,,
,,AI_attack01,,true,true,6,12,13,,25,,,,,
,,AI_attack02,,true,true,6,12,13,,25,,,,,
,,AI_attack03,,,true,6,12,13,,25,,,,,
,,Die1_Pushback,,,,0,,20,,20,,,,,
,,GetUp,,,,0,,,,12,RobotMediumServo,,,,
,,Die2,,,,0,,20,,20,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,Idle,Idle1,,,,,,,,,,,,
,,,Idle2,,,,,,,,,,,,
,,AutoAttackMiniGun,AI_attack01,,,,,,,,,,,,
,,,AI_attack02,,,,,,,,,,,,
,,,AI_attack03,,,,,,,,,,,,
,,AI_attack,AI_attack01,,,,,,,,,,,,
,,,AI_attack02,,,,,,,,,,,,
,,,AI_attack03,,,,,,,,,,,,
,,Stunned,Idle2,,,,,,,,,,,,
,,Walk,Idle1,,,,,,,,,,,,
,,PushBack,Die1_Pushback,,,,,,,,,,,,
,,Die,Die1_Pushback,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
NPC_Pig
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,DamageSound,DeathSound,GreetingsSound,MoveSound,HostileSound
,,graphics/3d/character/npc_pig.SUP,graphics/shadow.swf,Shadow,-50,-60,100,90,,Animal,20,,VoPigDeath,,,VoPigHostile
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Die1,,,,0,,10,,15,,,,,
,,Die2,,,,0,,8,,15,,,,,
,,Walk,,,,,,2,11,20,,,,,
,,Run,,,,,,1,,10,,,,,
,,Idle,,,,,,,,200,,,,,
,,Idle2,,,,,,,,90,,,,,
,,GetUp,,,,0,,8,25,30,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,Stunned,Idle,,,,,,,,,,,,
,,AutoAttackUnarmed,Idle,,,,,,,,,,,,
,,AutoAttackHits,Idle,,,,,,,,,,,,
,,Idle,Idle2,,,,,,,,,,,,
,,PushBack,Die1,,,,,,,,,,,,
,,Die,Die1,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
NPC_Dog
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,DamageSound,DeathSound,GreetingsSound,MoveSound,HostileSound
,,graphics/3d/character/npc_dog.SUP,graphics/shadow.swf,Shadow,-50,-60,120,120,,Animal,20,,VoDogDeath,,,VoDogAttack
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle,,,,,,,,90,,,,,
,,Idle2,,,,,,,,81,,,,,
,,Idle3,,,,,,,,60,,,,,
,,Idle4_sit,,,,,,,,130,,,,,
,,Idle5_bark,,,,,,14,,80,,,,,
,,Stunned,,,,,,,,48,,,,,
,,Die1_Pushback,,,,,,9,,10,,,,,
,,GetUp,,,,,,,,15,,,,,
,,Die2,,,,,,17,,17,,,,,
,,Die3,,,,,,18,,18,,,,,
,,Walk,,,,,,1,11,20,,,,,
,,Run,,,,,,7,15,18,,,,,
,,Attack1,,,,7,,15,,25,,,,,
,,Attack2,,,true,3,,11,,25,,,,,
,,Push,,,true,7,,21,,30,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,Idle,Idle4_sit,,,,,,,,,,,,
,,,Idle2,,,,,,,,,,,,
,,,Idle3,,,,,,,,,,,,
,,,Idle5_bark,,,,,,,,,,,,
,,AutoAttackUnarmed,Attack1,,,,,,,,,,,,
,,,Attack2,,,,,,,,,,,,
,,PushBack,Die1_Pushback,,,,,,,,,,,,
,,Die,Die1_Pushback,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
,,,Die3,,,,,,,,,,,,
DualPistol
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,NewFormat,,,
,,graphics/3d/character/npc_m_dualpistol.SUP,graphics/shadow.swf,Shadow,-45,-90,90,115,,Male,20,true,,,
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle,,,,0,,,,60,,,,,
,,ShootPistol1,,true,,0,,8,12,20,,,,,
,,ShootPistol2,,true,,0,,9,12,25,,,,,
,,ShootPistol3,,true,,0,,13,14,30,,,,,
,,ShootPistol4,,true,,0,,13,14,25,,,,,
,,DualPistolSpecialAttack1,,true,,0,,19,20,40,,,,,
,,Push,,true,,0,,14,15,45,,,,,
,,Walk,,,,,,1,11,20,,,,,
,,Run,,,,,,1,8,17,,,,,
,,Stunned,,,,,,,,48,,,,,
,,Throw,,,,7,,14,,24,SkillThrow,,,,
,,Use,true,,true,12,,17,,20,,,,,
,,Die1,,,,,,10,,11,,,,,
,,Die2,,,,,,15,,15,,,,,
,,Die3,,,,,,20,,20,,,,,
,,Die4,,,,,,23,,24,,,,,
,,Die5,,,,,,22,,23,,,,,
,,GetUp,,,,,,0,,19,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,PushBack,Die1,,,,,,,,,,,,
,,AutoAttackPistol,ShootPistol1,,,,,,,,,,,,
,,,ShootPistol2,,,,,,,,,,,,
,,,ShootPistol3,,,,,,,,,,,,
,,,ShootPistol4,,,,,,,,,,,,
,,Die,Die1,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
,,,Die3,,,,,,,,,,,,
,,,Die4,,,,,,,,,,,,
,,,Die5,,,,,,,,,,,,
Dance_Girl
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,,,,
,,graphics/3d/character/npc_f_dancer.SUP,graphics/shadow.swf,Shadow,-45,-90,90,115,,Female,20,,,,
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle,,,,0,,,,96,,,,,
,,Idle_VariationA,,,,0,,,,96,,,,,
,,Idle_VariationB,,,,0,,,,75,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,Stunned,Idle,,,,,,,,,,,,
,,GetUp,Idle,,,,,,,,,,,,
,,Walk,Idle,,,,,,,,,,,,
,,Die,Idle,,,,,,,,,,,,
,,PushBack,Idle,,,,,,,,,,,,
,,Idle,Idle_VariationA,,,,,,,,,,,,
,,,Idle_VariationB,,,,,,,,,,,,
Pole_Dance_Girl
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,,,,
,,graphics/3d/character/npc_f_pole_dancer.SUP,graphics/shadow.swf,Shadow,-45,-90,90,115,,Female,20,,,,
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,IdleA,,,,0,,,,185,,,,,
,,IdleB,,,,0,,,,130,,,,,
,,IdleC,,,,0,,,,50,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,Stunned,IdleA,,,,,,,,,,,,
,,GetUp,IdleA,,,,,,,,,,,,
,,Walk,IdleA,,,,,,,,,,,,
,,Die,IdleA,,,,,,,,,,,,
,,PushBack,IdleA,,,,,,,,,,,,
,,Idle,IdleA,,,,,,,,,,,,
,,,IdleB,,,,,,,,,,,,
,,,IdleC,,,,,,,,,,,,
NPC_Companion_Bot
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,DamageSound,DeathSound,GreetingsSound,MoveSound,HostileSound
,,graphics/3d/character/npc_companion_bot.SUP,graphics/shadow.swf,Shadow,-40,-90,80,80,,Robot,20,ImpactMetal,RobotTurretDeath,VoRobotGreetings,,RobotMediumServo
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,IdleB,,,,0,,,,80,,,,,
,,IdleA,,,,0,,,,80,,,,,
,,Run,,,,0,,,,40,,,,,
,,RunAway,,,,0,,,,26,,,,,
,,ComeBack,,,,0,,,,27,,,,,
,,Dig,,,,0,,,,50,,,,,
,,MakeItem,,,,0,,,,40,,,,,
,,FindItem,,,,0,,,,55,,,,,
,,LowEnergy,,,,0,,,,160,,,,,
,,LowResource,,,,0,,,,60,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,Idle,IdleB,,,,,,,,,,,,
,,,IdleA,,,,,,,,,,,,
,,Die,IdleA,,,,,,,,,,,,
,,Walk,Run,,,,,,,,,,,,
,,GetUp,IdleB,,,,,,,,,,,,
,,Stunned,LowEnergy,,,,,,,,,,,,
,,PushBack,FindItem,,,,,,,,,,,,
NPC_Mosquito_Bot
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,DamageSound,DeathSound,GreetingsSound,MoveSound,HostileSound
,,graphics/3d/character/npc_mosquitobot.SUP,graphics/shadow.swf,Shadow,-60,-160,120,165,,Robot,20,ImpactMetal,RobotTurretDeath,VoRobotGreetings,,RobotMediumServo
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle,,,,,,,,80,,,,,
,,Idle2,,,,,,,,60,,,,,
,,Idle3,,,,,,,,80,,,,,
,,Walk,,,,,,,,30,,,,,
,,Run,,,,,,,,20,,,,,
,,PushBack,,,,,,,,14,,,,,
,,GetUp,,,,,,,,15,,,,,
,,Die2,,,,,,,,22,,,,,
,,Die3,,,,,,,,36,,,,,
,,Die4,,,,,,,,9,,,,,
,,Stunned,,,,,,,,50,,,,,
,,MosquitoBotAttack1,,true,true,3,12,13,,25,,,,,
,,MosquitoBotAttack2,,true,true,3,12,13,,25,,,,,
,,MosquitoBotSonicBurst,,true,true,12,22,23,,32,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,Idle,Idle,,,,,,,,,,,,
,,,Idle2,,,,,,,,,,,,
,,,Idle3,,,,,,,,,,,,
,,Die,PushBack,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
,,,Die3,,,,,,,,,,,,
,,,Die4,,,,,,,,,,,,
,,AutoAttackMiniGun,MosquitoBotAttack1,,,,,,,,,,,,
,,,MosquitoBotAttack2,,,,,,,,,,,,
Mutant
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,DamageSound,DeathSound,GreetingsSound,MoveSound,HostileSound
,,graphics/3d/character/npc_mutant.SUP,graphics/shadow.swf,Shadow,-45,-90,90,115,,Male,20,,VoMutantDeath,,,VoMutantAttack
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle,,,,,,,,53,,,,,
,,IdleLookaround,,,,,,,,80,,,,,
,,IdleSpearReady,,,,,,,,50,,,,,
,,IdlePistolReady,,,,,,,,68,,,,,
,,IdleRifleReady,,,,,,,,65,,,,,
,,IdleMinigunReady,,,,,,,,66,,,,,
,,Use,true,,true,12,,17,,20,,,,,
,,Stunned,,,,,,,,48,,,,,
,,Sleep,,,,,,,,53,,,,,
,,Yawn,true,,,,,,,73,,,,,
,,Cheer1,true,,,,,,,43,,,,,
,,Cheer2,true,,,,,,,60,,,,,
,,Taunt1,true,,,,,,,30,,,,,
,,Taunt2,true,,,,,,,30,,,,,
,,Rage,true,,,,,20,,40,,,,,
,,Walk,,,,,,1,11,20,,,,,
,,Walk 1-handed weapon,,,,,,1,11,20,,,,,
,,WalkRifle,,,,,,1,11,20,,,,,
,,WalkMinigun,,,,,,1,11,20,,,,,
,,Run,,,,,,1,8,18,,,,,
,,Run 1-handed weapon,,,,,,1,8,17,,,,,
,,RunRifle,,,,,,1,8,17,,,,,
,,RunMinigun,,,,,,1,8,17,,,,,
,,Throw,,,,7,,14,,24,SkillThrow,,,,
,,ThrowSide,,,,8,,11,,19,SkillThrow,,,,
