Name,EquipmentClass,RequiredLevel,Rarity,Enhancement,Tier,ClothClass,Texture,FemaleTexture,Model,Mesh,FemaleModel,FemaleMesh,ModelTexture,FemaleModelTexture,LootDisabled,PostToSocialNetworks,Icon
Worthy Star Cap,Star Cap,5,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_cap_b_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b.png,graphics/3d/hats/textures/hat_cap_b.png,TRUE,TRUE,
Boosted Star Cap,Star Cap,6,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_cap_b_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b.png,graphics/3d/hats/textures/hat_cap_b.png,TRUE,TRUE,
Street Wise Worker's Cap,Worker's Cap,5,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_cap_c_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_c_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_c,graphics/3d/hats/female_hats.SUP,hat_cap_c,graphics/3d/hats/textures/hat_cap_c.png,graphics/3d/hats/textures/hat_cap_c.png,TRUE,TRUE,
Worthy Worker's Cap,Worker's Cap,7,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_cap_c_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_c_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_c,graphics/3d/hats/female_hats.SUP,hat_cap_c,graphics/3d/hats/textures/hat_cap_c.png,graphics/3d/hats/textures/hat_cap_c.png,TRUE,TRUE,
Boosted Worker's Cap,Worker's Cap,8,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_cap_c_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_c_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_c,graphics/3d/hats/female_hats.SUP,hat_cap_c,graphics/3d/hats/textures/hat_cap_c.png,graphics/3d/hats/textures/hat_cap_c.png,TRUE,TRUE,
Acute Worker's Cap,Worker's Cap,10,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_cap_c_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_c_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_c,graphics/3d/hats/female_hats.SUP,hat_cap_c,graphics/3d/hats/textures/hat_cap_c.png,graphics/3d/hats/textures/hat_cap_c.png,TRUE,TRUE,
Great Helmet,Helmet,4,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_skin.png,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_skin_f.png,graphics/3d/hats/hats.SUP,hat_constructionhelmet001,graphics/3d/hats/female_hats.SUP,hat_constructionhelmet001,graphics/3d/hats/textures/hat_constructionhelmet.png,graphics/3d/hats/textures/hat_constructionhelmet.png,TRUE,TRUE,
Cool Helmet,Helmet,5,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_skin.png,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_skin_f.png,graphics/3d/hats/hats.SUP,hat_constructionhelmet001,graphics/3d/hats/female_hats.SUP,hat_constructionhelmet001,graphics/3d/hats/textures/hat_constructionhelmet.png,graphics/3d/hats/textures/hat_constructionhelmet.png,TRUE,TRUE,
Good Helmet,Helmet,6,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_skin.png,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_skin_f.png,graphics/3d/hats/hats.SUP,hat_constructionhelmet001,graphics/3d/hats/female_hats.SUP,hat_constructionhelmet001,graphics/3d/hats/textures/hat_constructionhelmet.png,graphics/3d/hats/textures/hat_constructionhelmet.png,TRUE,TRUE,
Fine Helmet,Helmet,7,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_skin.png,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_skin_f.png,graphics/3d/hats/hats.SUP,hat_constructionhelmet001,graphics/3d/hats/female_hats.SUP,hat_constructionhelmet001,graphics/3d/hats/textures/hat_constructionhelmet.png,graphics/3d/hats/textures/hat_constructionhelmet.png,TRUE,TRUE,
Marvelous Reggae Hat,Reggae Hat,1,Rare,of Determination,,Large,graphics/3d/hats/on_skin_textures/hat_street_b_skin.png,graphics/3d/hats/on_skin_textures/hat_street_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_street_b,graphics/3d/hats/female_hats.SUP,hat_street_b,graphics/3d/hats/textures/hat_street_b.png,graphics/3d/hats/textures/hat_street_b.png,TRUE,TRUE,16
Jagged Cap,Cap,2,Rare,of Intuition,,Large,graphics/3d/hats/on_skin_textures/hat_cap_a_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_a,graphics/3d/hats/female_hats.SUP,hat_cap_a,graphics/3d/hats/textures/hat_cap_a_black.png,graphics/3d/hats/textures/hat_cap_a_black.png,TRUE,TRUE,
Exquisite Brimmed Hat,Brimmed Hat,3,Rare,of the Scientist,,Large,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,TRUE,TRUE,
Jagged Mask,Mask,4,Rare,of the Thug,,Large,graphics/3d/hats/on_skin_textures/gimp_mask.png,graphics/3d/hats/on_skin_textures/gimp_mask_female.png,,,,,,,TRUE,TRUE,
Awesome Reggae Hat,Reggae Hat,5,Rare,of Guts,,Large,graphics/3d/hats/on_skin_textures/hat_street_b_skin.png,graphics/3d/hats/on_skin_textures/hat_street_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_street_b,graphics/3d/hats/female_hats.SUP,hat_street_b,graphics/3d/hats/textures/hat_street_b.png,graphics/3d/hats/textures/hat_street_b.png,TRUE,TRUE,16
Radical Cap,Cap,6,Rare,of Awareness,,Large,graphics/3d/hats/on_skin_textures/hat_cap_a_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_a,graphics/3d/hats/female_hats.SUP,hat_cap_a,graphics/3d/hats/textures/hat_cap_a_black.png,graphics/3d/hats/textures/hat_cap_a_black.png,TRUE,TRUE,
Radical Mask,Mask,7,Rare,of Determination,,Large,graphics/3d/hats/on_skin_textures/hired_guns_ski_mask.png,graphics/3d/hats/on_skin_textures/hired_guns_ski_mask_female.png,,,,,,,TRUE,TRUE,
First Class Cap,Cap,8,Rare,of Intuition,,Large,graphics/3d/hats/on_skin_textures/hat_cap_a_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_a,graphics/3d/hats/female_hats.SUP,hat_cap_a,graphics/3d/hats/textures/hat_cap_a_black.png,graphics/3d/hats/textures/hat_cap_a_black.png,TRUE,TRUE,
First Class Mask,Mask,9,Rare,of the Hunter,,Large,graphics/3d/hats/on_skin_textures/gimp_mask.png,graphics/3d/hats/on_skin_textures/gimp_mask_female.png,,,,,,,TRUE,TRUE,
Outstanding Mask,Mask,10,Rare,of the Beast,,Large,graphics/3d/hats/on_skin_textures/hired_guns_ski_mask.png,graphics/3d/hats/on_skin_textures/hired_guns_ski_mask_female.png,,,,,,,TRUE,TRUE,
High Power Brimmed Hat,Brimmed Hat,11,Rare,of Health,,Large,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,TRUE,TRUE,
Superfine Mask,Mask,12,Rare,of Brightness,,Large,graphics/3d/hats/on_skin_textures/voodoo_mask_black_skull.png,graphics/3d/hats/on_skin_textures/voodoo_mask_black_skull_female.png,,,,,,,TRUE,TRUE,
Greater Reggae Hat,Reggae Hat,13,Rare,of the Troublemaker,,Large,graphics/3d/hats/on_skin_textures/hat_street_b_skin.png,graphics/3d/hats/on_skin_textures/hat_street_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_street_b,graphics/3d/hats/female_hats.SUP,hat_street_b,graphics/3d/hats/textures/hat_street_b.png,graphics/3d/hats/textures/hat_street_b.png,TRUE,TRUE,16
Excellent Mask,Mask,14,Rare,of the Assassin,,Large,graphics/3d/hats/on_skin_textures/gimp_mask.png,graphics/3d/hats/on_skin_textures/gimp_mask_female.png,,,,,,,TRUE,TRUE,
Marvelous Mask,Mask,15,Rare,of Capacity,,Large,graphics/3d/hats/on_skin_textures/voodoo_mask_black_skull.png,graphics/3d/hats/on_skin_textures/voodoo_mask_black_skull_female.png,,,,,,,TRUE,TRUE,
First Class Brimmed Hat,Brimmed Hat,16,Rare,of the Hunter,,Large,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,TRUE,TRUE,
Awesome Mask,Mask,17,Rare,of the Hunter,,Large,graphics/3d/hats/on_skin_textures/hired_guns_ski_mask.png,graphics/3d/hats/on_skin_textures/hired_guns_ski_mask_female.png,,,,,,,TRUE,TRUE,
Awesome Cowboy Hat,Cowboy Hat,18,Rare,of the Beast,,Large,graphics/3d/hats/on_skin_textures/hat_western_c_skin.png,graphics/3d/hats/on_skin_textures/hat_western_c_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_c,graphics/3d/hats/female_hats.SUP,hat_western_c,graphics/3d/hats/textures/hat_western_c.png,graphics/3d/hats/textures/hat_western_c.png,TRUE,TRUE,
Greater Mask,Mask,19,Rare,of Health,,Large,graphics/3d/hats/on_skin_textures/gimp_mask.png,graphics/3d/hats/on_skin_textures/gimp_mask_female.png,,,,,,,TRUE,TRUE,
Singular Mask,Mask,20,Rare,of Brightness,,Large,graphics/3d/hats/on_skin_textures/voodoo_mask_black_skull.png,graphics/3d/hats/on_skin_textures/voodoo_mask_black_skull_female.png,,,,,,,TRUE,TRUE,
Singular Reggae Hat,Reggae Hat,20,Rare,of the Troublemaker,,Large,graphics/3d/hats/on_skin_textures/hat_street_b_skin.png,graphics/3d/hats/on_skin_textures/hat_street_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_street_b,graphics/3d/hats/female_hats.SUP,hat_street_b,graphics/3d/hats/textures/hat_street_b.png,graphics/3d/hats/textures/hat_street_b.png,TRUE,TRUE,16
Superfine Brimmed Hat,Brimmed Hat,21,Rare,of Brightness,,Large,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,TRUE,TRUE,
Exquisite Mask,Mask,22,Rare,of the Troublemaker,,Large,graphics/3d/hats/on_skin_textures/hired_guns_ski_mask.png,graphics/3d/hats/on_skin_textures/hired_guns_ski_mask_female.png,,,,,,,TRUE,TRUE,
Greater Cowboy Hat,Cowboy Hat,23,Rare,of the Assassin,,Large,graphics/3d/hats/on_skin_textures/hat_western_c_skin.png,graphics/3d/hats/on_skin_textures/hat_western_c_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_c,graphics/3d/hats/female_hats.SUP,hat_western_c,graphics/3d/hats/textures/hat_western_c.png,graphics/3d/hats/textures/hat_western_c.png,TRUE,TRUE,
High Power Mask,Mask,24,Rare,of Capacity,,Large,graphics/3d/hats/on_skin_textures/gimp_mask.png,graphics/3d/hats/on_skin_textures/gimp_mask_female.png,,,,,,,TRUE,TRUE,
Radical Ski Mask,Ski Mask,25,Rare,of the Hunter,,Large,graphics/3d/hats/on_skin_textures/voodoo_mask_black_skull.png,graphics/3d/hats/on_skin_textures/voodoo_mask_black_skull_female.png,,,,,,,TRUE,TRUE,
Singular Cowboy Hat,Cowboy Hat,26,Rare,of the Hunter,,Large,graphics/3d/hats/on_skin_textures/hat_western_c_skin.png,graphics/3d/hats/on_skin_textures/hat_western_c_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_c,graphics/3d/hats/female_hats.SUP,hat_western_c,graphics/3d/hats/textures/hat_western_c.png,graphics/3d/hats/textures/hat_western_c.png,TRUE,TRUE,
Exquisite Cowboy Hat,Cowboy Hat,28,Rare,of the Beast,,Large,graphics/3d/hats/on_skin_textures/hat_western_c_skin.png,graphics/3d/hats/on_skin_textures/hat_western_c_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_c,graphics/3d/hats/female_hats.SUP,hat_western_c,graphics/3d/hats/textures/hat_western_c.png,graphics/3d/hats/textures/hat_western_c.png,TRUE,TRUE,
First Class Ski Mask,Ski Mask,29,Rare,of Health,,Large,graphics/3d/hats/on_skin_textures/gimp_mask.png,graphics/3d/hats/on_skin_textures/gimp_mask_female.png,,,,,,,TRUE,TRUE,
Outstanding Ski Mask,Ski Mask,30,Rare,of Brightness,,Large,graphics/3d/hats/on_skin_textures/voodoo_mask_black_skull.png,graphics/3d/hats/on_skin_textures/voodoo_mask_black_skull_female.png,,,,,,,TRUE,TRUE,
Superfine Ski Mask,Ski Mask,30,Rare,of the Troublemaker,,Large,graphics/3d/hats/on_skin_textures/gimp_mask2.png,graphics/3d/hats/on_skin_textures/gimp_mask2_female.png,,,,,,,TRUE,TRUE,
Exquisite Reggae Hat,Reggae Hat,1,Rare,of the Assassin,,Small,graphics/3d/hats/on_skin_textures/hat_street_b_skin.png,graphics/3d/hats/on_skin_textures/hat_street_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_street_b,graphics/3d/hats/female_hats.SUP,hat_street_b,graphics/3d/hats/textures/hat_street_b.png,graphics/3d/hats/textures/hat_street_b.png,TRUE,TRUE,16
Outstanding Cap,Cap,2,Rare,of Intuition,,Small,graphics/3d/hats/on_skin_textures/hat_cap_a_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_a,graphics/3d/hats/female_hats.SUP,hat_cap_a,graphics/3d/hats/textures/hat_cap_a_black.png,graphics/3d/hats/textures/hat_cap_a_black.png,TRUE,TRUE,
Excellent Ski Mask,Ski Mask,4,Rare,of the Scientist,,Small,graphics/3d/hats/on_skin_textures/gimp_mask.png,graphics/3d/hats/on_skin_textures/gimp_mask_female.png,,,,,,,TRUE,TRUE,
High Power Reggae Hat,Reggae Hat,5,Rare,of the Thug,,Small,graphics/3d/hats/on_skin_textures/hat_street_b_skin.png,graphics/3d/hats/on_skin_textures/hat_street_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_street_b,graphics/3d/hats/female_hats.SUP,hat_street_b,graphics/3d/hats/textures/hat_street_b.png,graphics/3d/hats/textures/hat_street_b.png,TRUE,TRUE,16
Superfine Cap,Cap,6,Rare,of Guts,,Small,graphics/3d/hats/on_skin_textures/hat_cap_a_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_a,graphics/3d/hats/female_hats.SUP,hat_cap_a,graphics/3d/hats/textures/hat_cap_a_black.png,graphics/3d/hats/textures/hat_cap_a_black.png,TRUE,TRUE,
Marvelous Ski Mask,Ski Mask,7,Rare,of Awareness,,Small,graphics/3d/hats/on_skin_textures/hired_guns_ski_mask.png,graphics/3d/hats/on_skin_textures/hired_guns_ski_mask_female.png,,,,,,,TRUE,TRUE,
Awesome Ski Mask,Ski Mask,9,Rare,of Determination,,Small,graphics/3d/hats/on_skin_textures/gimp_mask.png,graphics/3d/hats/on_skin_textures/gimp_mask_female.png,,,,,,,TRUE,TRUE,
Greater Ski Mask,Ski Mask,10,Rare,of Intuition,,Small,graphics/3d/hats/on_skin_textures/hired_guns_ski_mask.png,graphics/3d/hats/on_skin_textures/hired_guns_ski_mask_female.png,,,,,,,TRUE,TRUE,
Excellent Brimmed Hat,Brimmed Hat,11,Rare,of the Hunter,,Small,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,TRUE,TRUE,
Singular Ski Mask,Ski Mask,12,Rare,of the Beast,,Small,graphics/3d/hats/on_skin_textures/voodoo_mask_black_skull.png,graphics/3d/hats/on_skin_textures/voodoo_mask_black_skull_female.png,,,,,,,TRUE,TRUE,
Jagged Reggae Hat,Reggae Hat,13,Rare,of Health,,Small,graphics/3d/hats/on_skin_textures/hat_street_b_skin.png,graphics/3d/hats/on_skin_textures/hat_street_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_street_b,graphics/3d/hats/female_hats.SUP,hat_street_b,graphics/3d/hats/textures/hat_street_b.png,graphics/3d/hats/textures/hat_street_b.png,TRUE,TRUE,16
Exquisite Ski Mask,Ski Mask,14,Rare,of Brightness,,Small,graphics/3d/hats/on_skin_textures/gimp_mask.png,graphics/3d/hats/on_skin_textures/gimp_mask_female.png,,,,,,,TRUE,TRUE,
High Power Ski Mask,Ski Mask,15,Rare,of the Troublemaker,,Small,graphics/3d/hats/on_skin_textures/voodoo_mask_black_skull.png,graphics/3d/hats/on_skin_textures/voodoo_mask_black_skull_female.png,,,,,,,TRUE,TRUE,
Marvelous Brimmed Hat,Brimmed Hat,16,Rare,of the Assassin,,Small,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,TRUE,TRUE,
Jagged Ski Mask,Ski Mask,17,Rare,of Capacity,,Small,graphics/3d/hats/on_skin_textures/hired_guns_ski_mask.png,graphics/3d/hats/on_skin_textures/hired_guns_ski_mask_female.png,,,,,,,TRUE,TRUE,
High Power Cowboy Hat,Cowboy Hat,18,Rare,of the Hunter,,Small,graphics/3d/hats/on_skin_textures/hat_western_c_skin.png,graphics/3d/hats/on_skin_textures/hat_western_c_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_c,graphics/3d/hats/female_hats.SUP,hat_western_c,graphics/3d/hats/textures/hat_western_c.png,graphics/3d/hats/textures/hat_western_c.png,TRUE,TRUE,
Modified Headgear,Headgear,19,Rare,of the Hunter,,Small,graphics/3d/hats/on_skin_textures/gimp_mask.png,graphics/3d/hats/on_skin_textures/gimp_mask_female.png,,,,,,,TRUE,TRUE,
Jagged Skull Mask,Headgear,20,Rare,of the Beast,,Small,graphics/3d/hats/on_skin_textures/voodoo_mask_black_skull.png,graphics/3d/hats/on_skin_textures/voodoo_mask_black_skull_female.png,,,,,,,TRUE,TRUE,
Radical Reggae Hat,Reggae Hat,20,Rare,of Health,,Small,graphics/3d/hats/on_skin_textures/hat_street_b_skin.png,graphics/3d/hats/on_skin_textures/hat_street_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_street_b,graphics/3d/hats/female_hats.SUP,hat_street_b,graphics/3d/hats/textures/hat_street_b.png,graphics/3d/hats/textures/hat_street_b.png,TRUE,TRUE,16
Awesome Brimmed Hat,Brimmed Hat,21,Rare,of Brightness,,Small,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,TRUE,TRUE,
First Class Headgear,Headgear,22,Rare,of the Troublemaker,,Small,graphics/3d/hats/on_skin_textures/hired_guns_ski_mask.png,graphics/3d/hats/on_skin_textures/hired_guns_ski_mask_female.png,,,,,,,TRUE,TRUE,
Jagged Cowhide Hat,Cowboy Hat,23,Rare,of the Assassin,,Small,graphics/3d/hats/on_skin_textures/hat_western_c_skin.png,graphics/3d/hats/on_skin_textures/hat_western_c_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_c,graphics/3d/hats/female_hats.SUP,hat_western_c,graphics/3d/hats/textures/hat_western_c.png,graphics/3d/hats/textures/hat_western_c.png,TRUE,TRUE,
Outstanding Headgear,Headgear,24,Rare,of Capacity,,Small,graphics/3d/hats/on_skin_textures/gimp_mask.png,graphics/3d/hats/on_skin_textures/gimp_mask_female.png,,,,,,,TRUE,TRUE,
Superfine Headgear,Headgear,25,Rare,of the Hunter,,Small,graphics/3d/hats/on_skin_textures/voodoo_mask_black_skull.png,graphics/3d/hats/on_skin_textures/voodoo_mask_black_skull_female.png,,,,,,,TRUE,TRUE,
Modified Cowboy Hat,Cowboy Hat,26,Rare,of the Hunter,,Small,graphics/3d/hats/on_skin_textures/hat_western_c_skin.png,graphics/3d/hats/on_skin_textures/hat_western_c_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_c,graphics/3d/hats/female_hats.SUP,hat_western_c,graphics/3d/hats/textures/hat_western_c.png,graphics/3d/hats/textures/hat_western_c.png,TRUE,TRUE,
Magnificent Hat,Cowboy Hat,28,Rare,of the Beast,,Small,graphics/3d/hats/on_skin_textures/hat_western_c_skin.png,graphics/3d/hats/on_skin_textures/hat_western_c_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_c,graphics/3d/hats/female_hats.SUP,hat_western_c,graphics/3d/hats/textures/hat_western_c.png,graphics/3d/hats/textures/hat_western_c.png,TRUE,TRUE,
Excellent Headgear,Headgear,29,Rare,of Health,,Small,graphics/3d/hats/on_skin_textures/gimp_mask.png,graphics/3d/hats/on_skin_textures/gimp_mask_female.png,,,,,,,TRUE,TRUE,
Modified Mask,Mask,30,Rare,of Brightness,1,Small,graphics/3d/hats/on_skin_textures/voodoo_mask_black_skull.png,graphics/3d/hats/on_skin_textures/voodoo_mask_black_skull_female.png,,,,,,,TRUE,TRUE,
Gimp's Mask,Mask,30,Rare,of the Troublemaker,,Small,graphics/3d/hats/on_skin_textures/gimp_mask2.png,graphics/3d/hats/on_skin_textures/gimp_mask2_female.png,,,,,,,TRUE,TRUE,
Cowhide Hat,Cowboy Hat,30,Rare,of the Assassin,,Small,graphics/3d/hats/on_skin_textures/hat_western_c_skin.png,graphics/3d/hats/on_skin_textures/hat_western_c_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_c,graphics/3d/hats/female_hats.SUP,hat_western_c,graphics/3d/hats/textures/hat_western_c.png,graphics/3d/hats/textures/hat_western_c.png,TRUE,TRUE,
Excellent Cap,Cap,16,Rare,of Guts,,Small,graphics/3d/hats/on_skin_textures/hat_cap_b_2_skin_m.png,graphics/3d/hats/on_skin_textures/hat_cap_b_2_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b_2.png,graphics/3d/hats/textures/hat_cap_b_2.png,TRUE,TRUE,
Marvelous Cap,Cap,25,Rare,of the Hunter,,Small,graphics/3d/hats/on_skin_textures/hat_cap_b_3_skin_m.png,graphics/3d/hats/on_skin_textures/hat_cap_b_3_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b_3.png,graphics/3d/hats/textures/hat_cap_b_3.png,TRUE,TRUE,
Greater Brimmed Hat,Brimmed Hat,21,Rare,of the Beast,,Small,graphics/3d/hats/on_skin_textures/hat_brimmed_a_2_skin_m.png,graphics/3d/hats/on_skin_textures/hat_brimmed_a_2_skin_f.png,graphics/3d/hats/hats.SUP,hat_brimmed_a,graphics/3d/hats/female_hats.SUP,hat_brimmed_a,graphics/3d/hats/textures/hat_brimmed_a_2.png,graphics/3d/hats/textures/hat_brimmed_a_2.png,TRUE,TRUE,
Radical Helmet,Helmet,25,Rare,of Health,,Small,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_army_skin_m.png,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_army_skin_f.png,graphics/3d/hats/hats.SUP,hat_constructionhelmet001,graphics/3d/hats/female_hats.SUP,hat_constructionhelmet001,graphics/3d/hats/textures/hat_constructionhelmet_army.png,graphics/3d/hats/textures/hat_constructionhelmet_army.png,TRUE,TRUE,
First Class Helmet,Helmet,28,Rare,of Brightness,,Small,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_police_skin_m.png,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_police_skin_f.png,graphics/3d/hats/hats.SUP,hat_constructionhelmet001,graphics/3d/hats/female_hats.SUP,hat_constructionhelmet001,graphics/3d/hats/textures/hat_constructionhelmet_police.png,graphics/3d/hats/textures/hat_constructionhelmet_police.png,TRUE,TRUE,
Greater Headgear,Headgear,29,Rare,of Health,,Small,,,graphics/3d/hats/hats.SUP,headset,graphics/3d/hats/female_hats.SUP,headset,graphics/3d/hats/textures/headset.png,graphics/3d/hats/textures/headset.png,TRUE,TRUE,
Awesome Cap,Cap,16,Rare,of the Beast,,Large,graphics/3d/hats/on_skin_textures/hat_cap_b_2_skin_m.png,graphics/3d/hats/on_skin_textures/hat_cap_b_2_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b_2.png,graphics/3d/hats/textures/hat_cap_b_2.png,TRUE,TRUE,
Greater Cap,Cap,25,Rare,of the Hunter,,Large,graphics/3d/hats/on_skin_textures/hat_cap_b_3_skin_m.png,graphics/3d/hats/on_skin_textures/hat_cap_b_3_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b_3.png,graphics/3d/hats/textures/hat_cap_b_3.png,TRUE,TRUE,
Outstanding Leather Hat,Leather Hat,21,Rare,of the Troublemaker,,Large,graphics/3d/hats/on_skin_textures/hat_brimmed_a_2_skin_m.png,graphics/3d/hats/on_skin_textures/hat_brimmed_a_2_skin_f.png,graphics/3d/hats/hats.SUP,hat_brimmed_a,graphics/3d/hats/female_hats.SUP,hat_brimmed_a,graphics/3d/hats/textures/hat_brimmed_a_2.png,graphics/3d/hats/textures/hat_brimmed_a_2.png,TRUE,TRUE,
Outstanding Helmet,Helmet,25,Rare,of Health,,Large,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_army_skin_m.png,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_army_skin_f.png,graphics/3d/hats/hats.SUP,hat_constructionhelmet001,graphics/3d/hats/female_hats.SUP,hat_constructionhelmet001,graphics/3d/hats/textures/hat_constructionhelmet_army.png,graphics/3d/hats/textures/hat_constructionhelmet_army.png,TRUE,TRUE,
